title,review,rating,status,position,location,date_posted,year,month,day
Walmart,"I would suggest this place to someone looking for a job who needs flexibility for family , this company has been very good to me over the last 13 years",4,Current Employee,Optician Technician ,"Claremont, NH",1/10/20,2020,1,10
Csm are often hard to work with,I loved working there but you never see you actual boss just his minions know as CSM. Or every know and then a higher up and everyone freaks when they come in,3,Former Employee,Associate ,"Aberdeen, WA",1/10/20,2020,1,10
"Poor management, lack of caring","To many managers, who are never on the same page about anything. This is the most chaotic place I have ever worked. Keeping any area organized is made impossible by improper management and absence of caring and work ethic",1,Current Employee,Customer Service Associate ,"Colorado Springs, CO",1/10/20,2020,1,10
Customer friendly,"Loved the environment, helping guests as well as learning the store and making it a great shopping place for families. Everyone did there part in keeping the store fast, friendly, and safe.",5,Former Employee,Fabrics Associate/General Merchandise Associate ,"Las Vegas, NV",1/10/20,2020,1,10
A day at Walmart,would unload the truck or trucks when we would come in. Sort through and separate the merchandise then stock what was needed or asked. Help customers look for what they needed help with. I liked Walmart alot for the little time I was there.,5,Former Employee,Walmart Stocker/unloader ,"Phoenix, AZ",1/10/20,2020,1,10
working in walmart it's good,"walmart is a company where we welcome everyone without discrimination.  in this family, there is a smile.  respect for each other.  you work in a well secured place.",5,Former Employee,Stocking shelves ,"Cranberry Township, PA",1/10/20,2020,1,10
Great company,"Being a manager with walmart has been rewarding.  Finding the balance between work and home is hard but once you find it, things are great.  My position is traveling so being able to see all new people and places is wonderful.",4,Former Employee,Pharmacy Technician Lead ,"Nacogdoches, TX",1/10/20,2020,1,10
Big Company with little opportunity for improvement,It's a big company with a heavy non-exempt population who have certain guidelines on how to do the job and there is no room for deviation. Providing feedback on process improvements is dismissed because it falls outside of the job scope.,3,Former Employee,Merchandise Associate ,"Beaverton, OR",1/10/20,2020,1,10
fun easy going place to work,clock in find which register I was assigned to for the day. then work until break. pretty standard just ring up the item then cash customer out. when shift was over make sure area was clean for next person and go home.,5,Former Employee,Cashier/Customer Service ,"Roseville, MI",1/10/20,2020,1,10
I worked at the bakery,Walmart has its shares I actually left Walmart due to moving situations I moved far away but I loved what I was doing at that job I actually felt at home,5,Former Employee,Bakery Associate ,"Pembroke Pines, FL",1/10/20,2020,1,10
good in all areas,"its great but can be better in certain areas like all employees should be treated with respect for example pregnancy or other topics should be handle with concern , every situation is different and shouldn't treat any worker unfairly or in-just",5,Former Employee,overnight dry grocery/ GM stocker ,"Burton, MI 48509",1/10/20,2020,1,10
Awful,"They domt attend to their workers like other jobs, they have awful supervisors, the only thing good was the pay but it was 200$ a week and you got paid bi-weekly",1,Former Employee,Walmart remodel ,"Glasgow, KY",1/10/20,2020,1,10
F*ck Walmart,They just want people that will shut up about the problems they wont fix when I tryed to get management to see the problem they wrote me up and a month later said I haven't improved enough when I had to work harder to make up for the lazy people,1,Former Employee,Associate ,2120 Indapendance cape girardeau mo,1/10/20,2020,1,10
Too many hours expected,"Their policies and promises don’t match up to what you’re asked to do. Depending on your supervisor, you will be asked to work significantly more than what is told. More with less is there motto and and they change policies and procedures very often. A work life balance, is unfortunately, not realistic.",1,Former Employee,Assistant Store Manager ,Massachusetts,1/10/20,2020,1,10
"Bad managers, terrible coworkers.","Hated my experience with incompetent employers. Rude, non-communicative, detached human beings with no regard for actual human interaction. All employees were just numbers to these people.",1,Former Employee,Wal-Mart Associate ,"Destin, FL",1/10/20,2020,1,10
Great place to work,Advancement opportunities. Overall good place to work we had good hours and over time. Good management team as well as employees. Would definitely recommend working there.,5,Former Employee,Customer Service Supervisor ,"Kaufman, TX",1/10/20,2020,1,10
"Great coworkers, managment is a bit much.",The work environment is great with fun and energized people. However the management likes to micromanage a little to much. Also they expect one person to do too much.,3,Current Employee,Wal-Mart Sales Associate ,"Sanford, NC",1/10/20,2020,1,10
Like working for walmart,I like working for Walmart very good management there did leave due to daughter passing away haven't went back yet but do you like them do like management I like working for him,5,Former Employee,Shipping and Receiving Clerk ,"Los Lunas, NM",1/10/20,2020,1,10
"Absolutely horrible place to work, respectfully.","They tried to be flexible, maybe, but I had to fight for it and remind them a lot, too much, and I was in school and they didn't seem to care at all. I was always over worked and expected to do everything on my own of my whole produce department, while coworkers wasted time walking around and talking to other departments. Management allowed employees to get away with laziness, while I was hurting myself and working way to hard, lifting heavy stuff, organizing, everything, all on my own and they didn't care about my struggles, even though I was in school, they wanted me to work even more. It wasn't until I put my two week notice that they finally wanted to do something about the situation.",1,Former Employee,PRODUCE ASSOCIATE ,"Las Vegas, NV",1/10/20,2020,1,10
Management disrespectful to employees,Poor management and leadership skills always sabbatical strategy used against employees and lies.when they should have stood and told the truth as far as customers concern they didn't very bad attitude disrespected,2,Former Employee,Cashier/Self Checkout Host ,"Orlando, FL",1/10/20,2020,1,10
Good job with good pay and good people,It’s a good job with good people they work hard and work as a team easy to get along with pay is good and hours are good they just don’t like giving over time.,5,Former Employee,Walmart Deli Associate ,"Pasadena, TX",1/10/20,2020,1,10
No,The work environment was not acceptable. The workers did subpar work and the management would not hire more workers when the previous workers quit there.,1,Former Employee,Unloader ,"Bossier City, LA",1/10/20,2020,1,10
Great Benefits,"Flexible hours and great pay, some of the managers go out of their way to make sure you have what you need . They have great training videos that show you exactly what to do",3,Former Employee,Walmart Department Manager ,"Laurens, SC",1/10/20,2020,1,10
overnight stocker,"I was a overnight stocker, I did like my job. Sometimes it was hard but what job is not like that. You get to meet people fast and learn a lot about  how to work even better.",4,Former Employee,Stocker/Cashier ,"Salisbury, MD",1/10/20,2020,1,10
It was overall a good place to work at.,"I enjoyed everyone I worked with, the work was fair, and they worked around my schedule. I grew aloy working there, and got even better with my customer service. Which is very important in any work setting. So overall I was happy working for walmart.",5,Former Employee,Sales Associate ,Electronics,1/10/20,2020,1,10
Hardest part,Hardest part are the time limits other than that it's an easy place to work for various types of people working together and different attitudes clash but it's fun place to be,3,Current Employee,Fresh Cap 1 Associate ,"Ashland, OH",1/10/20,2020,1,10
Stressful but yet fun,"Overnight Mod team is a very stressful job, yet a good fun one. Also worked as a stocker and can be stressful again, but not a bad job. Would recommend.",5,Former Employee,Overnight Mod Team ,"Westover, WV",1/10/20,2020,1,10
Decent place to work,The schedules is impossible to change but your guaranteed 40 hours a week. The management was slightly lacking and mostly scrambling to pick up the pieces but as a associate wasn't to bad. Tho unloading a 4000 piece truck everyday in 112° truck by yourself might require a bit better compensation than the 11$ made.,4,Former Employee,Cap Two Associate ,"Fredericksburg, VA",1/10/20,2020,1,10
My experiance at walmart,Walmart offered me great pay. The employees we nice and helpful especially on my first day. I enjoyed the steady pace of the position I was working and appreciated my friendly co-workers,3,Former Employee,Walmart fresh cap 1 ,"Tahlequah, OK",1/10/20,2020,1,10
Excellant opportunities to learn and advance in my diverse skill areas.,"I was satisfied with being employed at Wal-Mart.   I am hopeful that I will be considered for future employment as I valued the teamwork, dedication and abilities to do activities that I enjoy daily.",5,Former Employee,Production Worker ,"Berlin, NH",1/10/20,2020,1,10
Okay,"I get paid okay to stand at the door and check receipts. The pay doesn’t bother me, what bothers me is all of my lazy coworkers. Constantly having to do other people’s job while only getting paid for mine is unfair.",2,Current Employee,Customer Host ,"McAlester, OK",1/10/20,2020,1,10
Excelente,Una empresa dedicada a la atencion del cliente donde son los primeros en su categoria,3,Former Employee,Stoker ,"Edmond, OK",1/10/20,2020,1,10
Good,Good place to work Great people to keep your spirits up get. Most positions you can choose your specific days off if needed. Some positions can be demanding others not so much.,4,Former Employee,Floor Associate ,"Vestal, NY",1/10/20,2020,1,10
This place was terrible.,"Management was constantly complaining telling us we needed to work faster, and the number of hazards I came across was ridiculous. The pay was decent, but not good enough for all that.",1,Former Employee,Cap Team 2 Associate ,"Harrisonburg, VA",1/10/20,2020,1,10
"Productive, Helpful",My time working at Walmart has been a great experience. Staff had no issue teaching me new things. Other staff helps each other most of the time. Has flexible work hours.,4,Former Employee,Fresh Production ,"Ellijay, GA",1/10/20,2020,1,10
Flexible hours for part-time and full-time positions plus many areas of advancement if the want is there,"Good insurance benefits, flexible hours, multiple job opportunities.  The hardest part of this job is keeping the customers happy. With the availability of products always changing many feel as if though Walmart is no longer the store for them to shop. The truth is that Walmart is trying to incorporate its new online ordering to the shopping experience to help alleviate the work load many of the employees deal with on a daily basis.",4,Former Employee,Pharmacy Technician ,"Sikeston, MO",1/10/20,2020,1,10
Walmart,"This was a good job yes it had a few bumps, but i do reccomend this job, great benefits, reason i left was doe to transportation problems, i couldnt transfer due to moving from nights to days, you have to wait within 6 months to transfer",5,Former Employee,Stocker ,"Wharton, TX",1/10/20,2020,1,10
Everything good,It was a nice working environment with great people and nothing was hard to complete I even worked overtime almost everyday just because the work wasn’t going out of my character,5,Former Employee,Wal-Mart Associate ,"Addison, IL",1/10/20,2020,1,10
Do youself a favor,"Stay away! Years ago this was a wonderful company to work for. I was hired with a flexible schedule that worked around my college courses. There were community fun days where we raised money for local charities, we hosted employee cookouts, we used to get $500 quarterly bonuses. That's all out the window now. And it just gets worse every day.",1,Current Employee,Department Manager ,"Salisbury, NC",1/10/20,2020,1,10
Management doesn’t appreciate you,You will work hard and go the extra mile for little to no recognition. You can be punished as group for work not getting completed even though you worked by yourself.,3,Former Employee,Sales Associate ,"Murfreesboro, TN",1/10/20,2020,1,10
Walmart sucks,Frist off your treated like a dog having your supervisor bark orders and time frames to be done by._x000D_Upper management is just as worst they give you the feeling your worthless but when you do a good job they don't even say good job to you it is like it is discouraged. Basic human needs are not meant,1,Former Employee,Walmart Stocker cap team 1 ,"New Castle, PA",1/10/20,2020,1,10
Little pay Good benefits.,The pay wasn't that great but the health and vision and dental were great. _x000D__x000D_Great place to start a job in management. Was able to move up quick and easy.,4,Former Employee,Inventory Control Specialist/ ICS ,"Bryan, TX",1/10/20,2020,1,10
N/a,Walmart is a great company it has many opportunities to come by if you trying to come up in the company. Wal-Mart work great with the community and offers help around the world especially crisis victims or just simply donations. Wal-Mart give great prices and quality product im glad to have had the opportunity to work with the company.,4,Former Employee,Overnight Modular Team Associate ,"Lithonia, GA",1/10/20,2020,1,10
Good,Nice and beautiful working atmosphere. I loved working at Walmart and will love to continue working there. But when I needed assistance to transfer my HR wasn't there to help me and I ended up forced to quit.,4,Former Employee,Cashier ,"Laurel, MD",1/10/20,2020,1,10
Walmart,"Awesome job enjoy working there they treat the employee fair and enjoy my job. It was something different for me because could different work previous years,",4,Current Employee,Deli Associate ,"Wilmington, NC",1/10/20,2020,1,10
Constantly adding new rules,Rules change a lot and are very particular on how work should be performed and how fast it should be done you are often under valued as an employee some of the managers are awesome some are not,3,Former Employee,Service Technician ,"Newport, AR",1/10/20,2020,1,10
Manager are not trust worthy,Worked 15 yrs was kicked out like a dog for a  manager  lying on me to get ahead want a be she still  climbing the pole but when karma  come back around.  I was honest  team Walmart  no problem,2,Former Employee,Personnel coordinator ,"Garland, TX",1/10/20,2020,1,10
It was fun,It was very fun. Good managers and good coworkers. I loved my experience there and would gladly go back to work there if the opportunity came. So man the memories there.,5,Former Employee,Supervisor ,"Oklahoma City, OK",1/10/20,2020,1,10
It’s a great place to work and well paid!,"Walmart is a wonderful place to work, the pay is great, the management team is EXCELLENT, it’s a very easy job, can sometimes be stressful but it’s all worth it!",5,Former Employee,Apparel Associate ,"Cullman, AL",1/10/20,2020,1,10
Work schedule flexibility,They work really hard to ensure that their employees have a work schedule that works for them and makes them happy  they also have a variety of ways to ensure that employees can get their shifts fixed or changed to fit their schedule,5,Former Employee,Cashier ,"Conway, SC",1/10/20,2020,1,10
Nice place to work. Just need a larger storage & stock area.,All is well enjoyed the friendly staff. Nightly staff was very helpful. Like how the newly remodeled store looks. A lot more stores need to remodel.Thanks,5,Former Employee,Remodeling team ,"Charlotte, NC",1/10/20,2020,1,10
The since of job security,"Daily flow of merchandise throughout a dept. Scheduling of employees, the in stock of items, the appearance of dept. you work in,the day to day responsibility of a manger.",4,Former Employee,Dept mang ,"London, KY",1/10/20,2020,1,10
Management,"The management there is very unbalanced. You have a lot of problems with the manager’s considering most of them do not a lick of work. Then the ones who do stuff don’t get the recognition they deserve, same goes for workers.",4,Current Employee,Cap Team 2 Associate ,"York, SC",1/10/20,2020,1,10
Not too shabby,Walmart would recognize my birthday & my anniversary date of when I started. They acknowledged these on the clock in screen. They give out awards for people doing a great job. They appreciate their employees.,5,Former Employee,Cashier ,"Seminole, OK",1/10/20,2020,1,10
The worst job experience ever,I am a single teenage mother & I also take a nursing class. The managers did nothing to work with my schedule & eventually fired me because I “had exceeded my points” which were due to them scheduling me beyond my HOURS . WORST JOB EVER,1,Former Employee,Sales Associate ,"Marcus Hook, PA",1/10/20,2020,1,10
One of the worst places I have worked.,Management was undertrained and over worked. Pay left something to be desired. Hours weren't available. Honestly the day I quit was the most free I have ever felt in my life,2,Former Employee,Sales Associate ,"Springfield, MO",1/10/20,2020,1,10
My story,It is a great company to acquire skills and keep growing if you want to build a career in this company._x000D_There are tons of opportunities if you want to get promoted.,4,Current Employee,Assistant Manager Retail ,"San Diego, CA",1/10/20,2020,1,10
Stressful and Diminishing,"Its the worst job that I have ever had. When I had issues and couldn't work my way around my challenges, once I finally found methods that worked for me my manager freaked out about it and told me I need to do it the right way even though my way wasnt hurting anyone it was actually helping the team. I was always frustrated because the managers (plural) would yell at us and push us everyday and we would have meetings about how we were doing everything wrong.",1,Former Employee,Personal Shopper ,"St. Louis, MO",1/10/20,2020,1,10
Was alright,It was ok but really didn’t like the management. But the coworkers were amazing. I worked in East Dallas Texas at a neighborhood Walmart. It was fun but the managers would quickly turn that around when they were yelling at you for no reason.,2,Former Employee,Stocker then Cashier ,"Dallas, TX",1/10/20,2020,1,10
Walmart,Working at Walmart gave me a lot of useful skills that I can take with me to other jobs. It taught me a lot about how to problem solve with customers and people both inside and outside of the company. One of the hardest parts was having to stop working to take my required breaks. I enjoyed working there with my fellow employees.,3,Former Employee,Stocker ,"Township of Little Egg Harbor, NJ",1/10/20,2020,1,10
Very physical job with a high production rate,Very physical work. production rates can be hard to meet. upper management shows no care for their associates. Continually changing policies and taking more and more away from associates.,2,Current Employee,Asset Protection Associate ,"Spring Valley, IL",1/10/20,2020,1,10
The good,I loved work there the managers was really kool it does get busy but thats the best part because your time goes by fast and you get to meet and work with people that come from other countries. We had special events where the managers aloud a group from another country bring in a food dish .,5,Former Employee,Cashier ,"Louisville, KY",1/9/20,2020,1,9
Huge company with many directions and career paths to take/work in,"I am currently working for Walmart going on six years now as an optician. a typical day at work involved analyzing prescriptions, lab work and customer service.I learned the the field of optics by starting out as just a cashier and moved up from there. the management and workplace culture were very diverse and supportive.I got to work with diverse groups of people. I was able to handle most jobs at hand independently and id have to say the most enjoyable part of the job was the people i got to work with and establish relationships with.",5,Current Employee,Optician Technician ,"Baldwin Park, CA",1/9/20,2020,1,9
They are a great company to work for as long as you are willing to listen and train!,"I have been with Walmart for a sometime and its a really great job, management is always there to help you if needed. I would rate working for this company about an 7/10",3,Current Employee,Customer Service Associate ,"Piqua, OH",1/9/20,2020,1,9
Fast paced,"Not a bad place to work. Have to be pretty quick doing stock, but won't punish you if your not. Overnight is best because it's quite and laid back. Can't wait to return.",4,Former Employee,Overnight Stocker Associate ,"Pearland, TX",1/9/20,2020,1,9
N/a,I can say that Walmart pays good but they dont care for there associates at all they don’t take doctors excuses or care about anything important going on they don’t accept anything no excuses they will fire you with no hesitation,4,Former Employee,Backroom/Stocker/automotive technician ,"Montgomery, AL",1/9/20,2020,1,9
