title,review,rating,status,position,location,date_posted,year,month,day
"Stressful sometimes, but can be fun","Being a cashier here was not too bad for the most part. The worst part was that customers would sometimes get mad about things you don't have control over, such as the prices of items. It was also not very fun to have to wait for a customer service manager to help you out, as a lot of times, they would be very slow about responding, sometimes because they are too busy goofing off instead of working. That would sometimes make the customer even more angry. _x000D__x000D_It was also not fun when there were a lot of call-ins or co-workers running late. If it is the end of your shift, most of the time you could turn off your lane's light and get ready to leave on your own. However, some of the front end managers would get angry and try to force you to stay past your shift without asking if you could or not. _x000D__x000D_The best part about the job is the good and friendly customers. I did have a lot of rude ones, but there were also many that were understanding even when things would go wrong. Those customers made the job worth the troubles. The best was seeing the regulars and recognizing them, and they would also recognize me. _x000D__x000D_The pay is also great, compared to a lot of other retail jobs. You also get a 10% discount on certain items when you work here.",4,Former Employee,Cashier ,"Lafayette, CO",1/21/18,2018,1,21
Terrible place to work,"Only thing about this job that's good is you get an hour lunch and two fifteen minute paid breaks which sometimes management won't let you take. Management sucks, they're unorganized stand around and do nothing but yell at their associates. Wonder why their turn over rate is terrible.",1,Former Employee,Overnight Stocker ,"Johnson City, NY",1/21/18,2018,1,21
Not too bad,"Fairly good job, can't really complain. Could be better pay and hours but will still pay the bills. Options to work in different parts of store helps you chose what you want to do .",4,Former Employee,Cashier ,"Spokane, WA",1/21/18,2018,1,21
Fast-paced and stressful with good benefits.,"My experience at Walmart was somewhat mixed. Most of if not all of my fellow employees were extremely nice and friendly people. The supervisors were all kind and willing to help if you ever needed anything. However, management is another story altogether. Walmart has a stigma for having ""dumb"" employees. The problem is even management believes the stigma to a certain degree. I'm not saying all managers do, but the majority of them believe that. I was constantly talked down to by managers that didn't even work close to the area I did. Luckily the manager in my area was one of the few who didn't immediately assume you were an idiot. This stigma is also the main reason why advancement is so difficult at Walmart.",3,Former Employee,Cashier ,"Chippewa Falls, WI",1/21/18,2018,1,21
Good environment,"Good to work for and the employees treated each other like family. Store Manager, Co Managers, Assistants and Supervisors were very understandable and always available when needed.",4,Former Employee,Accounting Office Associate ,"Deltona, FL",1/21/18,2018,1,21
"Good company culture, but inconsistent work schedule","A company that values respect for the individual at its core for fellow associates and customers.  A wide variety of benefits, but most are not available until 6 months into position.  Work schedule can be varied, but is usually available 3 weeks out to plan.",4,Current Employee,Co-Manager ,"South Bend, IN",1/21/18,2018,1,21
employees really enjoy working there,Very fair and ethical company. Open door policy. Constantly trying to improve their operation. Never complacent. Treat employees well. Set challenging goals for management.,5,Former Employee,Pharmacy Manager ,"Luray, VA",1/21/18,2018,1,21
It is an okay place to work.,"Its a job, managers are fair an friendly, be flexible, learning everything you can in the store is very useful, the work place is very cultured, so try to get to know your co-workers, hardest part of the job is probably all the heavy lifting and running around when short handed. The enjoyable part of the job is when the customer walks out the doors happy.",3,Former Employee,Sales Associate ,"Emporia, KS",1/21/18,2018,1,21
Ok job,This was an ok job but the pay wasnt great. Tje staff and mangement wete fine but the hours scheduled werent very many. I would work here again if I had to though,3,Former Employee,Stocker ,"East Peoria, IL",1/21/18,2018,1,21
Walmart,"Working at Walmart as Lawn and Gardens Dept Manager was a great experience. I was the head of my department. I managed Walmart merchandise, enjoyed the interaction with customers and looked after my co-workers.",5,Former Employee,Lawn & Garden Department Manager ,"Harriman, NY",1/21/18,2018,1,21
Headaches,"Very stressful most of the time. No holiday pay. You got health insurance thankfully, but the insurance did not cover much of anything. The management team seem to have a lack of communication and all had a power struggle.",1,Former Employee,Overnight Cashier/Stocker ,"Seaford, DE",1/21/18,2018,1,21
Poor management,This lack of communication between management and employees. The pay is very horrible the pay is horrible the customers are rude and disrespectful. Working those long hours is not worth it.,1,Current Employee,Pharmacy Technician Trainee ,"Fort Worth, TX",1/21/18,2018,1,21
Alright,I worked in the garden center it was a chill environment it’s kinda outside so it was a little hot back there. But it was an easy job just gotta be fast especially like mid afternoon when it gets busy.,3,Former Employee,Cashier ,"High Point, NC",1/21/18,2018,1,21
Productive fast paced,"Walmart has its goods and bad times. I've learned how to be more hands on and how to operate different equipment like a fork lift, Walkie Stacker, Scissor lift and Electric Pallet Jack. Always keeps me busy, they always rely on me to fix and build things for other departments.",4,Current Employee,Sporting Goods Associates ,"McHenry, IL",1/21/18,2018,1,21
fast-pace but fun,"We got our area clean and ready for customers everyday. We prepared the floor with new items to purchase. We made sure we serviced our customers well, and helped found other items throughout the store.",5,Former Employee,Sales Representative ,"Tampa, FL",1/21/18,2018,1,21
Terrible,Walmart was a bad experience for me.They gave me long lunches you had to take. I had to clear all the carts all the time with no help. Management always blamed one person for the carts but they never sent help.,3,Former Employee,COURTESY ASSOCIATE ,"Belvidere, IL",1/21/18,2018,1,21
Review,I have worked for WalMart for many years and have learned more about the culture each year. I have been thankful for the leadership opportunities and time spent working with the Associates.,5,Current Employee,Assistant Manager ,"Paducah, KY",1/21/18,2018,1,21
It's a ok place to work,"I believe if they communicated more with their employees, it would be a good place to work.We have some very good assistant manager, once again the communication needs to be better. I also feel like they choose who they will let move up, instead of giving everyone a chance to move up.",3,Current Employee,Stocker ,"Vacaville, CA",1/21/18,2018,1,21
Undergoing changes,"Walmart was undergoing lots of changes in the areas I worked at, I had few associates to work for me and I managed to do most of the work myself.  Very tiring.",4,Former Employee,Department Manager ,"San Diego, CA",1/21/18,2018,1,21
Productive and fun workplace,"I love working for walmart, typically it is a fast pace environment. Management is great here, and I am able to learn from each and every manager. Walmart carries a strong value in ethics; we believe in treating everyone the same and respecting their culture and values. The hardest part of the job is allowing myself to understand that everyone blunders during the work, but keeping the mindset to exceed in everything I do. On the bright side, I love meeting new people and leaving a positive impact on their lives.",5,Current Employee,Customer Services Representative ,"Huntsville, TX",1/21/18,2018,1,21
High paced and customer oriented,A large part of your job at Wal-Mart will be interacting and helping customers. On top of your job specific responsibilities you are expected to provide great customer service. If you are friendly and knowledgeable about your department and store it can be a great place to work.,3,Current Employee,Department Manager ,"Loganville, GA",1/21/18,2018,1,21
Enjoyed,Enjoyed working with the public.  Enjoyed working with the people that were under me.  Had benefits and enjoyed very much the growth opportunities.  Variety of people to work with.,3,Former Employee,CSM Customer Service Manager/Dept manager ,"Lamar, MO",1/21/18,2018,1,21
good place to work,"i started  there working as a cashier after three months I got promoted to customer service . I learned new things from there , got myself included in a great team of hardworking people",5,Current Employee,Customer Service Representative ,"Aurora, CO",1/21/18,2018,1,21
Walmart,"working there everyone treats you like garbage, I did my job and did it well, the hours they gave me, I really didnt have time to do anything a normal person would, like leaving work at 12 am, and for the pay of the work in combination with the work environment was not worth in to me to stay.",1,Former Employee,Cart Pusher ,"Rocklin, CA",1/21/18,2018,1,21
It is what you make it.,"If you want to work hard and move up, you’re generally able to do so. However a lot of people don’t which puts more on your plate because you have to pick up the slack. Management is rotated semi frequently which effects how things go in a day, some managers have different agendas as others.",2,Current Employee,Department Manager ,"Kansas City, MO",1/21/18,2018,1,21
Great company with tons of advancement opportunities,"After 20 years of working for Walmart, the only reason that I am currently seeking other employment is due to a corporate restructure that is likely to eliminate my current position.  Despite popular belief due to constant negative media reports about the company, Walmart is a great place to work!  The pay and benefits are comparable, and often better, than at similar employers.  There are advancement opportunities for anyone who applies themselves and contributes positively to the company.  I would recommend Walmart to anyone who is interested in working in retail.",5,Current Employee,Co-Manager ,"Hillsboro, OH",1/21/18,2018,1,21
Productive and healthy interaction with customers,Customers made everything better with the jokes to the pictures of children. Bathroom breaks weren't as easily accessibly and breaks weren't always given.,3,Former Employee,Cashier ,"Conway, SC",1/21/18,2018,1,21
fun place to work,"typical work day, fast paced, busy, I have had the opportunity to learn  how to operate cash register.great management team, great support team. i love the fact  there is room to move up in the company.",5,Former Employee,Customer service manager ,"Germantown, WI",1/21/18,2018,1,21
Non-supportive of higher education,"Informed the hiring manager of intent to start college in January, five months after starting job. One week into school and I was fired. They knew I was starting school this week and changed my schedule to make it impossible to do both. I chose school and was fired.",2,Former Employee,Personal Shopper ,Razorback Rd in Colorado Springs,1/21/18,2018,1,21
Not worth the lolitics,From my experience at the hondo branch I didn't enjoy the employment. The duties I was expected to perform were always based on who liked who more insted of who need to do what to get the job done more efficiently,3,Former Employee,Cap team 2 ,"Hondo, TX",1/21/18,2018,1,21
Well what can i say unproductive,My first job was at Walmart. It was stressful to begin with. The atmosphere isnt good. Nasty employees. Management is poor. I got paid 10.50 for being a dept manager and i thought it was nice cuz i bought my first car using the money i saved from working at walmart. Gracias walmart,3,Former Employee,Department Manager ,"The Villages, FL",1/21/18,2018,1,21
Fun place to work.,"I worked at Walmart on the front-end as a cashier. Also worked at the service desk and in managing inventory levels in the backroom. For the most part I enjoyed working at my store location and appreciated the work ethic of other employees and managers. Overall, it was a positive experience.",3,Former Employee,Customer Service/Inventory Mgmt. ,"Rexburg, ID",1/21/18,2018,1,21
fast steady work place,"knowledge of hand held device. knowledge departments, able to work at a fast steady pace. Must be able to bend and lift. Must be able to lift things above head. is a lot of repetitive motion required.",3,Former Employee,"CSM, stocker ","Siler City, NC",1/21/18,2018,1,21
Stressful,"Way too many employees so you go unnoticed manager barely remember you after a year of employment but it is a easy place to get hired , pay is ok but it could be better for the hard work",1,Former Employee,Associate ,"Ellicott City, MD",1/21/18,2018,1,21
Would not go back altough I have been called.,First was okay but too many employee turnover and change of management. Management was very neglectful when it came to employee requests for customer service.,1,Former Employee,Cashier/Customer Service Associate ,"Manatee County, FL",1/21/18,2018,1,21
It was a fun place to work.,It is a very fast paced work place.  You meet alot of different people. If you don't mind going over and beyond for the customers you won't get bored. Learn to do everything and you'll excel quickly.,2,Former Employee,Cashier ,"Amherst, NY",1/21/18,2018,1,21
"Exciting,competetive",Computer Base Training for all jobsOpportunity for growth(I started as an hourly supervisor in 1992 and retired a Store Mgr. 2013.Great opportunities for whatever your goals and they also will assist in furthering education.,5,Former Employee,General Manager ,"New Castle, DE",1/21/18,2018,1,21
Great opportunity loved the staff,They try to please the customer at all costs. Greet the customer with confident and friendly attitudes. Do what they can to make you shopping experience a little easier on you.,5,Former Employee,Cart Attendant ,"Guthrie, OK",1/21/18,2018,1,21
poor management,horrible upper management. the management expectly one person tp get too much done. they pick favorites. they let some people walk around and do no work while expecting others to constantly to work.,3,Former Employee,Bakery Associate ,"Columbus, GA",1/21/18,2018,1,21
Not the best place to work,"Really not the best place to work, especially after getting a new store manager.... The whole store is going down hill. And they are making us less staffed then it already was, and making it impossible to have a life outside of work because they think everyone needs to have open availability and that they can change peoples schedules the day before because it suits management better.",1,Current Employee,Associate ,CT,1/21/18,2018,1,21
Fun place to work,Good place to work and hours are not bad but they started to cut them and I needed atleast 40 or more hours to pay bills but it was not a bad place to work at,5,Former Employee,Cashier ,"Charleston, WV",1/21/18,2018,1,21
Great place to work for,Great place to work for and being able to put a smile on customers' faces. Helping customers find their wanted items and/or goods. Great employees to work with.,5,Former Employee,To assist customers ,"Livermore, CA 94551",1/21/18,2018,1,21
Its ok,"It is ok. You need money Walmart the place to go!_x000D_Just do what they tell you. _x000D_Holidays is where the ""FUN'' begins. Not for the weak._x000D_Basic math skills needed.",3,Current Employee,Grocery Stocker/Customer Service ,"Cleveland, OH",1/21/18,2018,1,21
Walmart,Is okay job i worked hard here and take care of what i need to so as a cashier and help people find stuff in the store.. i worked there flr about a year and i was okay,5,Former Employee,Cashier ,"Rio Grande, NJ",1/21/18,2018,1,21
Friendly co-workers,The experience was okay. I had a lot of fun working with the co-workers since they were all friendly. Hardest part about the job is you have to deal with customers who don't care about anything but what they want and will rush you. Hope you have a tolerance for that.,2,Former Employee,Cashier ,"Ooltewah, TN",1/21/18,2018,1,21
"Relaxed,fun environment","Looking for employment , just had a new baby and looking for a good flexible job that I can grow in. Something I can move up  or get promoted in.also have some benefits and earn a nice salary.",1,Former Employee,Customer Service ,"Hemet, CAN",1/21/18,2018,1,21
It was an ok job.,I liked some of the management and my position. I liked the pay. I did not like the lack of holiday pay. I did not like the part time positions. Wal-Mart does not hire any full time employees at this time unless you can jump in at a management position. I do not like how hard it is to advance within the company.,3,Former Employee,Retail Salesperson/Bakery Associate ,"Fort Collins, CO",1/21/18,2018,1,21
Experienced a lot working as a cashier and stocker,I loved working at Walmart. I built a whole lot of experience by learning how to assemble things I’ve never imagined doing. Workers are friendly and customer service experience taught me a lot on being patient to others needs.,5,Former Employee,Cashier/Customer Service ,3223 east hammer lane,1/21/18,2018,1,21
Nice place to work,Had to make sure all duties were being completed everyday. They do make you take your breaks and lunches in a time frame. Did get much overtime but the pay and raises help with that. Was very flexible on hours if you had things to do outside of work.,4,Former Employee,Shop Manager ,"Crystal Lake, IL",1/21/18,2018,1,21
laid back but fast pased,"the management was the worst i have ever had. i have gotten really sick and they fired me when they should have done a LOA, had a seizure at work and they still took points off my missed days.",3,Former Employee,Cashier ,"Pinellas Park, FL",1/21/18,2018,1,21
Stressful and unrewarding job,Basically your a tool. You do what management says regardless of policies or laws. you can't get overtime unless it;s christmas due to them not wanting to hire enough to cover areas. The store is to big to be taken out of your area to help another and they leave your area understaffed a lot.  They try to work with less and less so management can get a better bonus. Most of the employees will stab you in the back to get a better position and rarely use good work ethics or teamwork to accomplish anything. they don't care about your health or well being for the most part and will find any excuse to fire an employee over health issues.,2,Former Employee,Cashier/Sales Associate ,"Clinton, TN",1/21/18,2018,1,21
Not as great as they say,"Walmart was not so bad in the beginning, but as managers came and went it turned into a mess. Management seemed to care less and less for their associates and their safety and lives outside of Walmart.",3,Former Employee,Speciality Shop Cashier ,"Orlando, FL",1/21/18,2018,1,21
Great co-workers,Good place to work if the management was better. The management is terrible. Don't bother going to them with anything that needs addressed because they don't care.,3,Former Employee,CASHIER/OVERNIGHT STOCKER ,Kentucky,1/21/18,2018,1,21
walmart,"this place is nutz to work for, cut hours when your a loyal worker, to many managers have different ideas on how to do things. point system was good and benefits not bad.",2,Former Employee,Housekeeping ,"Fort Wayne, IN",1/21/18,2018,1,21
fun working place but poor managment,"had to set receiving room to unload trucks, bring items to the floor for overnight to work on._x000D_management would always have us do their task while we have other task that needs to be dun",3,Former Employee,Unloader/Stocker ,"San Jose, CA",1/21/18,2018,1,21
Could never find a manager when you needed one.,Often had 3 or 4 managers working but could never get one when you needed help for a customer. The culture was very tense and at times hostile.  Employees tried to do their best but many time were disciplined for needing a manager to help.,2,Former Employee,"Sales Associate, Cashier ","Butte, MT 59701",1/21/18,2018,1,21
Sales associate. Flexible hrs friendly crew.,Gathering carts for shoppers. Relieving other team members for lunches and breaks. Stocking returned items. Providing friendly and helpful assistance to customers. Hardest part of job was pushing carts without cart pushing machine. Enjoyable part of the job was the friendly crew and relaxed environment.,4,Former Employee,Sales Associate/Cart pusher ,"Front Royal, VA",1/21/18,2018,1,21
fun place to work,Loved working at walmart n worked there for 6 yrs n would probably still b there.The atmosphere was great n there were lots of fun people to work with n my part time hours were great.I would recommend walmart to anyone as a great place to work,5,Former Employee,cashier ,Pryor oklahoma,1/21/18,2018,1,21
Excellent place to work at,"Walmart is a great company to work for. Great benefits, discounts and they take care of their employees. Great hours and people to work for. Enjoyed working with the patients and Doctors.",5,Former Employee,Medical Assistant ,"Carrollton, TX",1/21/18,2018,1,21
Worst Employer,I worked here while I was in college and had three children.  The company pays way to little and expects way to much from you.  You never work the department you were hired and are always being pulled in a million different directions by multiple different people.,1,Former Employee,Courtesy Associate ,"Shawnee, OK",1/21/18,2018,1,21
Steady work that pays well for the job descriptions.,I love working for walmart. I believe it's good experience and has plenty opportunities for advancement with hard work. Mostly everybody in the environment is friendly and willing to help.,4,Current Employee,pharmacy technician trainee ,"Odessa, TX",1/21/18,2018,1,21
Walmart,"Wal mart is a good store to work at for most , I’ve been with the company for 4 years working as a over night stocker & I love it especially now that I’m a mom to a one year old! Dad work during the day & I work at night! It works out for best for both of us!_x000D_✨im a VERY VERY HARD AMBITION WORKER, & ready to learn new things & explore new areas! Thank you",5,Current Employee,Walmart Stocker ,"Sacramento, CA",1/21/18,2018,1,21
Fast Paced,Although i thought i was to stock shelves in an orderly way which they were always messed up i tried to organize them they said i was taking to much time to do so.,3,Former Employee,Stocker ,"Las Vegas, NV",1/21/18,2018,1,21
Flexible hours and a good cpmpany,Though it was many years ago I had a very positive experience while employed at this company . I had flexible hours that allowed me to be with my children when I needed to be.,4,Former Employee,Retail Associate ,"Windsor, CA",1/21/18,2018,1,21
It's a good place to work,This is a good job to have there is opportunity to grow and move around.  There is learning opportunities in other departments and the benefits are good.,5,Former Employee,Customer Service Manager ,"Laramie, WY",1/21/18,2018,1,21
A job to work your life away,At Walmart the amount you get paid is fair and even though you get offered benefits as a full-time employee they work you right to the make as a full time employee but still keep you right there where you are accounted for a part time employee position so they don't have to give you benefits. If you are someone looking to gain customer service experience this is not the place it is overly stressful and out of control this will ruin customer service for you. The management isn't the best because none gets paid enough to care. The only enjoyable part of this job was knowing i had a pretty stable amount of hours each week. The hardest part of this job is not losing your sanity.,2,Former Employee,Cashier and Customer Service representative ,"Westminster, CO",1/21/18,2018,1,21
Okay work plave,stressful work days_x000D_spend all day on feet_x000D_hardest is customers and managers_x000D_work every weekend_x000D_little to no time to get personal stuff done_x000D_was at work literally all day_x000D_no good training,2,Current Employee,Cashier ,"Darien, IL",1/21/18,2018,1,21
"A good job, but not a great career","Walmart is an okay place to work. If you just need a job to carry you for a while, it'll suite your needs. They have good benefits, and they pay okay, but unless you're willing to keep working your way to the top, you won't be able to sustain your self._x000D__x000D_On the topic of management, it all depends on who is running your store. Corporate management seems to have good ideas, but a lot of the time, store management doesn't want to follow all those rules. They'll say they are following the guidelines just to look good, but when no one is looking, things'll go right back to the old ways.",3,Current Employee,Department Manager ,"Encinitas, CA",1/21/18,2018,1,21
Easy fast paced,Fun informative fabric fabric fabric patterns textures yards inches scissors great customers loving atmosphere arts and crafts sewing machines needles thread tull for tutus glitter,5,Former Employee,Wal-Mart Associate ,"Atlanta, GA",1/21/18,2018,1,21
place to run from,"lets be honest this is most basic and common place to start when leaving High School. Walmart has and always will be horrible work place. The hours are random, management will side with customer no matter how wrong they are, and will base promotions not persons ability to do the job but on their age and how much they like the person. Overall its horrible and  expected amount of work in set time is unreasonable.",1,Former Employee,Inventory Control Associate ,"Ruckersville, VA",1/21/18,2018,1,21
No home work balance,Worked for the company for over 9 years.  Most recently have been working 6 plus days a week and 12-14 hour days and the company has decided to eliminate my position.,1,Current Employee,Co Manager ,"New Albany, IN",1/21/18,2018,1,21
just ok,only best for temporary job unless you are able to get into management. The scheduling system will not always be flexible and kill hours if you don't have full availability.,3,Current Employee,Automotive Technician ,"Stevens Point, WI",1/21/18,2018,1,21
Walmart is good working ethic and fair opportunities for all employees Walmart is a decent company to work for,Walmart is fair working opportunities and has many wonderful opportunities to advance in learning and go up the successful work ladder also they’re constantly teaching new skills and learning techniques when they give computerized tests weekly and make you work harder and reach goals in a timely manner,2,Former Employee,All positions ,"Monticello, NY",1/21/18,2018,1,21
priductive and fun work place,i get along with all my manger it fast fun and friendly one best way.i been with the company over 1 year i had a great exprience working there.its really not much more i can i tell bout the comlany walmart do things differnt from others companys.,5,Current Employee,Cashier ,"Baton Rouge, LA",1/21/18,2018,1,21
Ambiente de trabajo agradable,"Trabajo en equipo,buen trabajo para progresar , buen ambiente",4,Former Employee,Unloader/Stocker ,"Bayamón, PR",1/21/18,2018,1,21
An active workplace,"People were always in and out of walmart, so it stayed busy if you had 2nd shift. Everyone had their own job to do and usually did it well. I didnt like having to stand up for 8 hours, because I have back problems.",4,Former Employee,Cashier ,"Leitchfield, KY",1/21/18,2018,1,21
its ok,"its fast paced and the managers are not very great, if you are fast then they expect you to do everything and if you are a slacker they wont do anything about it",3,Current Employee,Receiving and stocking ,"Burlington, NJ",1/21/18,2018,1,21
Like it around holidays but no time and a half,Worked for walmart in las Vegas on boulder and Nellis  could not get full time I worked there for six months and couldn't get over the struggle ever. I quit after I payed attention to coworkers who worked there for years that we're still part time!  CSM's were also part time this place was embarrassing how can adults survive on part time I probably will never work for Walmart ever again. Thanks but no thanks,1,Former Employee,Hardware Associate ,"Las Vegas, NV",1/20/18,2018,1,20
okay job needs to pay more,Bad pay bad hours refused to give more hours. the management varies some are very nice and others are mean and awful. you have to do a lot of cleaning and some days are really fast others are so slow,3,Former Employee,Cashier/ Apparel Associate ,"Stevens Point, WI",1/20/18,2018,1,20
a poor experience of a job,For one i would never recommend a job like this to anyone who you love. If you love someone dearly do not tell them to get a job at Walmart at all. never.,1,Current Employee,Maintenance Worker ,South Carolina,1/20/18,2018,1,20
I Loved it,somedays it was slow but on other days it was really busy i love work with people the only thing that was hard about the job was remembering where everything in the store was,5,Former Employee,Cashier ,"Wentzville, MO",1/20/18,2018,1,20
Stressful,"Working for Walmart is very stressful. The pay is good, but they fell like they can treat you any kind of the way. The head management talks to you and kind of way. And they do not treat all people equally.",2,Former Employee,Assistant Manager ,"Milwaukee, WI 53217",1/20/18,2018,1,20
fun,good entry level job theres room for advancement_x000D_its a fair place to work _x000D_average amount of work stress pressure_x000D_The managers work well with the employees,4,Current Employee,Sales associate ,"Norfolk, VA",1/20/18,2018,1,20
steady pace,would be much better if the boss would have treated us more like people than figures on a spreadsheet. i have children so the attendance was a bit difficult for me . you cant miss 3 days in your first 5 months,3,Former Employee,Cashier ,"Sioux Center, IA",1/20/18,2018,1,20
stressful work place,n\a do not treat there people well some folk can get away with thing and hard working people get dog out then they step on you when you speak up you get let go,2,Former Employee,FRESH FOOD/GENERAL MERCHANDISE ASSISTANT MANAGER ,"Charlotte, NC",1/20/18,2018,1,20
Walmart is a enjoyable place to work. It's very convenient to work at a store that have everything you need for your home.,The work day is very busy therefore your day goes by fast. I learned to deal with customers complaints in a productive manner. Atmosphere was pleasing. The hardest part of the job was remaining patient with a big smile on your face while a customer is being unbearably rude to you. The most enjoyable part of the job is when a customer praises you for a job well done.,5,Former Employee,Customer Service Associate ,"Killeen, TX",1/20/18,2018,1,20
It Was A Nice Job,"Walmart Was a great experience for me , even though it could be stressful due to the lack of team work and management . My Pay was Good and I lovey hours .",4,Former Employee,Cashier/Sales Associate ,United States,1/20/18,2018,1,20
Will stress you to breaking point,"Management would change general rules day to day never back up decisions company does not backup employee,s don't give steady guidelines change from manager to manager shift to shift",3,Former Employee,Customer Service Manager ,"Sullivan, MO",1/20/18,2018,1,20
Walmart keeps you on your Toes.,Overall its a job and makes for a good stepping stone for other opportunities. The most enjoyable part of the job is the Customers and interacting with them throughout a days work. I have learned that when people are desperate.... they will go to any length to get the items they so desire even if it is to steal them. Theft is running rampid in our retail stores....its very sad.,3,Current Employee,Asset Protection Host ,"Martinsburg, WV",1/20/18,2018,1,20
Fun and interesting work place,I have worked at Walmart for a long time. I enjoy the enviorment and the people I have met throughout my journey. I like that I can invest in stocks and I enjoy the bonus that we get every month.,3,Current Employee,Cake Decorator/Baker ,"Roseville, CA",1/20/18,2018,1,20
walmart is a fun company to work for.,"Walmart is a great company to work for. The company focuses on providing the best customer service by hiring the right person for the job, and delivering the lowest prices. It is consistently changing new ways to make our jobs easier, and more efficient.",5,Current Employee,Co ,"Mesa, AZ",1/20/18,2018,1,20
Not bad,Loved working at Wal-Mart they are pretty good with scheduling and working with you on some things the only had was the drama. Stick to yourself you will do fine,3,Former Employee,Cashier/Customer Service ,Tennessee,1/20/18,2018,1,20
Fun family friendly,Worked good hours. _x000D_Being around people all the time._x000D_Learned great customer service skills._x000D_Family friendly place to shop._x000D_Learned to do fishing license and hunting license.,5,Former Employee,Sales Associate/Cashier ,"Chillicothe, OH",1/20/18,2018,1,20
Do not recommend,"Underpaid, yet expected to act as a manager while the management team themselves did nothing. No room to grow in company. Extremely stressful and treated like a nuisance when asking for help.",1,Current Employee,Backup E-commerce Lead ,"Las Vegas, NV",1/20/18,2018,1,20
a mad house,"management expected one person to cover all departments, while they took favorites and had them do nothing, one person was expected to do the job of 8",1,Former Employee,Backup Department Lead and Meat/Dairy/Fresh/Frozen ,"Las Vegas, NV",1/20/18,2018,1,20
"Good work environment, fast paced,",They had terrible scheduling. Not enough people on at a time and breaks were hard to get because they where always short handed out front. If I was to recommend anything I'd say to try to get inside you don't get paid enough to work outside.,3,Former Employee,Cart Pusher ,"Mexico, ME",1/20/18,2018,1,20
Competative,"I like working at Walmart, the pay was too low, the hours were not consistent and working hard and not being sure of advancement made it impossible stay here and try for a career.",2,Former Employee,Money Center Associate ,"Conyers, GA",1/20/18,2018,1,20
