title,review,rating,status,position,location,date_posted,year,month,day
I loved this job,"Working nights was difficult at first but became easier when used to the schedule. I learned how to use equipment like a pallet jack and a cardboard compactor. My bosses were wonderful, helpful people. I really enjoyed interacting with them. Sorting specific objects at a fast pace was a bit difficult for me but I enjoyed hanging up displays and making the apparel section look neat and organized.",5,Former Employee,Overnight Stocker ,"Gloversville, NY",9/25/19,2019,9,25
Great Service,Excellent co-workers to work with very helpful in asking for help when need be. Everyone works as a team player to help get the job done right. There's no leaving anyone behind we all take our work very seriously.,5,Former Employee,Tire Technician/Oil Technician ,"La Quinta, CA",9/25/19,2019,9,25
Fast paced and Uncomfortable,"Coming into work was stressful. They never seemed to know where to put me. When it was time to send me to Customer Service, they did not want to train me. Would not work here.",3,Former Employee,Cashier ,"Grand Prairie, TX",9/25/19,2019,9,25
Great as a starting job,When i first discovered Walmart i was desperate for a job. As time went on I discovered that the ambianse and the workers is what makes it feel like a second family. You meet different people from different walks on life. i highly recommend this place as anyones starter job.,4,Former Employee,Electronics Associate/ Front End Manager ,"Pico Rivera, CA",9/25/19,2019,9,25
Great company,Walmart is a great place to work. Different areas to learn if you want. Always room for advancement. Management team is awesome. They value Your family life. Overall great company.,4,Former Employee,Accounting Associate ,"Fruitland, MD",9/25/19,2019,9,25
big changes happening and most employees are not happy,Walmart can be good for the person willing to work with the corporate game and stick with it. does have some good benefits. just need to know what you need and what you are doing when filling out paperwork.,2,Current Employee,"Wal-Mart Associate, tle tech ","Madison, OH",9/25/19,2019,9,25
Productive work place.,Going into Walmart after being hired I received no training what's so ever. I watched others and figured out the proper ways of getting work done. I learned how to work at a fast paced while employed at Walmart.,4,Former Employee,Cap 1 Associate ,"Waco, TX",9/25/19,2019,9,25
Not as good as it used to be.,"Not as much fun as it used to be. Much less friendly than in the past. Not as flexible with scheduling, or anything else, than they used to be._x000D_  here used to be meetings every evening for everyone, and morning manager meetings which all were welcome to attend. Now there are only meeting for managers, which keep all of them off the sales floor for an hour or so every day.",3,Current Employee,Customer Service Representative ,"Huntington Beach, CA",9/25/19,2019,9,25
Walmart,Was a very good work place I loved everyone that worked there people was nice I cashier's and stocked took car of the department and even unloaded the truck,5,Former Employee,Walmart ,"Magee, MS",9/25/19,2019,9,25
productive and fun workplace,Walmart to me is a mosaic melting pot. I was homeless before i started working for the company and now I turned it into a career. We sand for satisfaction.,4,Current Employee,Apparel Sales Associate ,"St. Louis, MO",9/25/19,2019,9,25
Overall Great!,"This job is fantastic if you keep busy and stay on task. The managers are  flexible and the associates are nice enough. The pay is really good and the hours are decent. _x000D_One thing to keep in mind is the busy and slow season. You might get 6 hour days for a few months then 12 hour days the next few months with some 8-10 hour days in between. Usually it balances out. During slow season you can get Temporary Layoff Time which is awesome. We also had Voluntary Time Off during the slow season. Requesting days off was easy enough. _x000D_During  busy season you get overtime(it's mandatory but if you're like me, that's not a problem) I only left the job because of my commute and the slow season lasted a bit to long the last year i was there. If I lived closer to work i would have kept that job.",4,Former Employee,Replenishment Driver ,"Hurricane, UT",9/25/19,2019,9,25
Stocker,"Putting stuff on the shelfs, sometimes managment is helpful then other times they can be no help at all because of how to ladder works in the company they need to work on that heavily",3,Current Employee,Stocker Associate ,"Sturbridge, MA",9/25/19,2019,9,25
It's Retail,"It's not the worst, however you will be expected to do more with less and you might be an escape goat for upper management. This job has no real loyalties but the pay is so-so and the hours are consistent.",3,Former Employee,Recieving associate ,"Cedar City, UT",9/25/19,2019,9,25
Great work enviroment,I really enjoyed meeting new cutomers and making friendship with some of the employees. The environment was very happy and I really liked the management,5,Former Employee,Cashier ,"Clarksville, TN",9/25/19,2019,9,25
Good company but the pharmacy is very stressful,"The company itself is a pretty good company to work for offering great benefits, flexible hours, and employee parties. However, as a pharmacy technician, it was very stressful because a lot of the pharmacists talk down to you. At the end, they also couldn't guarantee over 32 hours to full time staff unless you traveled to another pharmacy.",4,Former Employee,Pharmacy Technician ,"Tamaqua, PA",9/25/19,2019,9,25
Not a bad place,Really not a bad place to work. If you have worked at Amazon then Walmart is a piece of cake. I work the overnight shift and this is my second job so this is very convenient for me.,4,Former Employee,Stocker/Cashier ,"Cockeysville, MD",9/25/19,2019,9,25
"Walmart is a job, and better than being unemployed.","Its not as bad as people make it out to be, but the wages are low and the benefits arent really very good. Its better than not having a job, but its a place to work while you find a better job.",2,Former Employee,Deli Associate ,"Lockport, IL",9/25/19,2019,9,25
Amazing company,"I loved everything about the job . And I always faves it my all . My assistant manager was the bomb , and she always listened . It was just time for me to elevate.",5,Former Employee,Department Manager ,"Savannah, GA",9/25/19,2019,9,25
Walmart is Okay,"I mostly did not enjoy the coworkers placed with me, they formed a very toxic work environment. I had a great supervisor and a good manager, but was often left disappointed by my peers. The pay was better then most jobs I’ve held at that point in my life.",3,Former Employee,Associate ,"Russellville, AR",9/25/19,2019,9,25
Laid back enviroment,"Scheduling is easy and work life balance is easy to attain. Tasks are easy,_x000D__x000D_Long lunch break, The best education program ive seen so far. A bachelors degree will be easy to acquire here.",4,Current Employee,Cap 2 associate ,"Mason City, IA",9/25/19,2019,9,25
It was rough,Walmart was an okay job. The management could not get me on the schedule until the last day I worked there and it was hard to plan anything around a schedule that was not there.,3,Former Employee,Overnight Stocker/Associate ,"Phoenix, AZ",9/25/19,2019,9,25
Fast Pace Environment,Fast pace environment with an organized list of tasks to preform daily ._x000D_Must have good customer service skills to assist each individual to the best of your ability.,3,Former Employee,Team Member/Jewelry Associate ,"York, PA",9/25/19,2019,9,25
It was good pay working the graveyard shift until they put two wage garnishments on my paycheck,"Working the graveyard shift and neighborhood dogs that continually bark all day and all night long not allowing me to get the necessary rest I need are counterproductive and make for very difficult circumstances making the job more difficult then it really needs to be. Then there is the fact that as many times as I asked them to leave me with the necessary equipment for me to be able to do my job as I needed they would not try and help me out there, I felt like they did not want me to do my job as I thought I was expected to do. They trained me to do the job the wrong way, literally,  and was not what I had learned on the CBL's that was provided for my on the job training respectively. According to what I learned with my Computer based learning that they provided and the job handbook and specific job requirements per corporate policy as it was to my understanding their expectations of me did not comply with current corporate policy. I got the feeling they did not want me to do my job as I had perceived my job to be. I wanted to do more and continually wanted to do something all the time and it was to my understanding they just wanted me to stand there all the time twiddling my thumbs. Due to their restructuring and store changing and updating store features they eliminated that night shift I was working and those particular jobs I was assigned to at the time,...",2,Former Employee,Sales Associate ,"Scottsbluff, NE",9/25/19,2019,9,25
N/a,It wasn't all bad. Somebody good co-workers. HR is fair. Breaks are only like 5 minutes. Traffic is horrible when you're getting off work. Really no time to eat in breaks. Management really didn't hope with getting the product off line.,3,Current Employee,Associate ,"Atlanta, GA",9/25/19,2019,9,25
can be stressful at times but good place to work,"i worked in the deli it was ok for the most part it can be stressful at peak business times but the nights went by faster this way, the people i worked with were very helpful and insightful",3,Former Employee,Deli cook ,"Jefferson City, MO",9/25/19,2019,9,25
I don't understand this,"I really liked working at Walmart, but after my husband passedaway I had so much to deal so I decided to quit._x000D__x000D_Every one I worked with have asked me to come back to work",5,Former Employee,Sales Associate ,SD 220 Florida,9/25/19,2019,9,25
Depends on where you work.,This company constantly changing their policies in secret which in long term screw a lot of employees over. There is also favoritism depending on where you work.,4,Current Employee,Overnight modular team ,Georgia,9/25/19,2019,9,25
Fast Paced and task complete is a demand,We offload trucks and store products in their designated storage and pins. We stock frozen and Dried Goods and also label products with shelf lives freshness Dates,5,Former Employee,Stocker ,"Bentonville, AR",9/25/19,2019,9,25
Productive and fun,It was a great learning experience. Met some great people. Had awesome benefits. Learned a lot about the company. They also have good stocks. It's an awesome job to learn and be able to work your way up to become a leader.,5,Former Employee,Cashier/Sales Associate ,"Vidor, TX",9/25/19,2019,9,25
very fast workflow all through out the day an night time is good for cleaning,"help customers, talk to them making conversation, keeping stuff neat and clean, always stocked. After dark when store slows down clean, take trash and hangers to the back then time to go home.",5,Current Employee,Cashier ,"Benton, IL",9/25/19,2019,9,25
Overall descent,"Walmart is a good place to start from if you’re searching for first time employment. They give you good hours with a descent pay. Can’t beat that! As long, as you respect the customers, they will respect you.",5,Former Employee,Cashier/ Cust omer Service ,"Norfolk, VA",9/25/19,2019,9,25
its ok,While working at Walmart I worked as a cashier and a year later moved to work at the service desk. Some Managers are messy as well as some of the cashiers. If you know how to ignore the gossip its not that bad a place to work. Although i don't think my review is that great i did have an overall good experience while working there.,4,Former Employee,Customer Service Associate ,"Mobile, AL",9/25/19,2019,9,25
Pay does not make the stress worth it,"Walmart work environment is a product of its management. When salaried managers fail to help, or discipline, the whole place fails._x000D__x000D_My management team does not allow my role to do all that is expected of it. They do not discipline for anything but the biggest of infractions. and the Home office will roll out new systems with integral functions missing. What's worst is when management sabotages your ability to complete you job by pulling your associates to other areas.",2,Current Employee,Ship From Store Supervisor ,"Exeter, PA",9/25/19,2019,9,25
did not like working for them,the treatment manager would treat u was not great.  the work they put on you was always to much and had to get it done in certain time was stupid you could not get it done.  the list goes on I could write a book with Walmart.,1,Former Employee,jewlery associate ,"Elizabethtown, KY",9/25/19,2019,9,25
Not enough help very stressfull  have to work by your self most of the time while customers get mad for long waiting times,"Wal-Mart was a great place to work with great benefits, back in 2007 but after policies changes a few years ago everything started going down hill for employees, especially associates with seniority, cut back benefits and cut back pay raises, so that left me on the same pay for over 3 years while new associates where already making almost as much as employees with seniority with no pay compensation at alfor the changes",3,Current Employee,Auto Care Center Tech ,"Ocala, FL",9/25/19,2019,9,25
welmart was ok,Working at Walmart was ok for the most is a job that you can learn to do other postion if you need training maintenance was great so for far clean up restroom,4,Former Employee,Janitor Maintenance ,"Reading, PA",9/25/19,2019,9,25
great pace to become monotonous,I was used and abused by Walmart. I ran a team of 26 for 12 hours 4 days a week. The overnight manager was bent on making the most resourceful workers quit.,3,Former Employee,Cap 2 Supervisor ,"Albany, NY",9/25/19,2019,9,25
Cashier,I like being a cashier at Walmart. The customers was not too bad and the managers were very understanding. The only reason I left that job is because I got into a car accident.,4,Former Employee,Cashier ,"Sterling Heights, MI",9/25/19,2019,9,25
great enivornment,"i was excited everyday when i went to work, everyone worked together as a team.over the years of meeting everyone an demonstrating my skills and abilities to contribute to the team was an amazing experience",5,Former Employee,Dept. Manager ,"Colorado Springs, CO",9/25/19,2019,9,25
Stressful place,While I worked for Walmart I was trained for a few days then I started working on my own. During this time I needed extra support and i did not revived support as I wished.,1,Former Employee,Cashier/Greeter ,"Phoenix, AZ",9/25/19,2019,9,25
good for a temporary first job,"It was good for the time, but few people there get full time positions.  I didn't get the team feeling and felt like I had to watch my back most of the time. Worked in an area that exposed me to harmful chemicals on a daily basis.  Pay raises occured, but even though there for over a year I was still making a few cents more than the newest workers.  Most fringe benefits like evening and weekend pay  incentives were discontinued",2,Former Employee,Associate ,"Chehalis, WA",9/25/19,2019,9,25
Good work,Was a good job with a good directive only downside was the management was a rotating doorway of people when there was a good person in charge we would keep them for maybe 2-3 months before someone new would take over,5,Former Employee,Sales Associate ,"Raleigh, NC",9/25/19,2019,9,25
Walmart,"Not a very good company, they treat their employees unfair and with very little incentive, paid very little for the amount of work i complete. The management does not communicate correctly with employees",1,Current Employee,Fresh cap associate ,"Milford, PA",9/25/19,2019,9,25
cut throat company with minimal direction,"Walmart is trying to catch up with Amazon, but from what I saw they have a long way to go. They use Microsoft Cloud Azure. They have a significant turn over in staff, probably due to the poor managers. In particular, my manager knows how to say all the current buzzwords, but he has no clue what the words actually mean.",1,Former Employee,Staff Software Development Engineer ,"Austin, TX",9/25/19,2019,9,25
Walmart,The managment was bad. Lack of communication. People I worked with were nice and friendly. Work was fairly easy and stressful at most times. I would rotate area's a few times,2,Former Employee,Walmart Stocker ,"Saratoga Springs, UT",9/25/19,2019,9,25
Fast paced,"Fast paced working environment, management was great and treated there employees with respect. Pay could have been a little better, but it was decent.",5,Former Employee,Selector/Picker ,"Davenport, FL",9/25/19,2019,9,25
Work,"Great place to work. Management is awesome, co workers get along. Benefits are amazing and close to home. Would definitely recommend it to anyone and I enjoy working here.",4,Current Employee,Order Filler ,"Pageland, SC",9/25/19,2019,9,25
Work,"I’m more than happy to work there.it had help me communicate more help the customers.Everyday I learn something new.As the years I had been there I always learn that the customers come cierta work clean, Organized.",5,Current Employee,Personal Shopper ,"Kissimmee, FL",9/25/19,2019,9,25
"Ithink like any company they have problems but, I believe they handle those issues tothe best of their ability.",I believe they do the best they can with the things at their disposal. I believe like most places they have the good with the bad but the good does seem to prevail.,4,Former Employee,CSM Customer Service Manager ,"Beckley, WV",9/25/19,2019,9,25
"Wouldn't give people full-time, made them work almost as much","The hours for part time was 40hrs a week every week plus overtime often, but they rarely gave anyone full time. I never knew anyone to get full-time unless they were one of the many pointless managers.",2,Former Employee,CAP TEAM ASSOCIATE ,"Havelock, NC",9/25/19,2019,9,25
Bad place to work for,Management is terrible_x000D_They're too uptight_x000D_A very stressful place to work_x000D_Management picks their favorites_x000D_I would not recommend for anybody to work there_x000D_They discriminate against people,1,Former Employee,Frozen and Dairy Associate ,"Florence, AL",9/25/19,2019,9,25
Do jobs your not hired for,"Always something to do, but it wont always be the job you were hired for, sometimes they will have you bringing in carts even if you are a cashier and then another manager will come by and ask you why your pulling carts instead of doing your job. The managers can never agree with each other.",3,Former Employee,SCO Host ,"Fort Myers, FL",9/25/19,2019,9,25
It’s not an easy job,I just believe you have to have a strong mind to work over 6 hours because you have to move really fast especially on busy days like Saturday & Sunday’s.,3,Former Employee,Cashier ,"Colonial Heights, VA",9/25/19,2019,9,25
Awful Manager,Boss sucked but it was a good place to work. Don't expect time off. Good luck calling in sick without getting fired. You only get to call in 4 times before you get fired.,3,Current Employee,Personal Shopper ,"Tooele, UT",9/25/19,2019,9,25
Enjoy part of Walmart,I love that I get to work with the good associate that I have and be around popsicle people and also I learn something new everyday by being a a department manager,5,Current Employee,Department Manager ,"Charlotte, NC",9/25/19,2019,9,25
I Had a good time working there,I had a good time working there. I helped people find things the needed. I meet new people. I help keep things in working order. I made things look cleaning all the time.,5,Former Employee,Walmart janitor ,"Plymouth, IN",9/25/19,2019,9,25
Walmart is a good long term starting job.,"Somethings need to be prioritized more than others and taken seriously. Also need to remember that saying, ""If something isn't broken don't try to fix it."" 😉",4,Current Employee,Cart Attendant ,"Warwick, RI",9/25/19,2019,9,25
Depressing,"They continue to pile more and more on you, the berate you on every little thing you did wrong the day before. No one is happy, no one even notices you until something becomes messed up and your their scape goat. There's a few decent managers but most of them just talk down to you. It's not worth the heartache and mental anguish of working here.",1,Former Employee,Grocery Associate ,"Weaverville, NC",9/25/19,2019,9,25
A typical day at work is you come in clock in go to see a CSM and then they tell you what register to go on and you start your day of work.,The management that works with you are very helpful if you don’t know what you are doing or even if you need help. The most enjoyable part of this job is the people and customers that you work with. Working here you make a second family,3,Former Employee,Cashier ,"Lehighton, PA",9/25/19,2019,9,25
productive work place with wonderful coworkers,"The management was nice, and it was a great environment to start my working career as my first job. I am still friends with several people from there.",4,Former Employee,Sales associate ,"Warrensburg, MO 64093",9/25/19,2019,9,25
Everyone has to have a job somewhere,Ok place to work everyone has to have a job somewhere. Great for someone just starting out or that does not need the income as their main source.Great as a second job.,3,Current Employee,STOCKER ,"Boise, ID",9/25/19,2019,9,25
"It was a very fast pace job, which I like. It was a easy job and it’s also the only job I would go back to.",I like that Walmart was a face paced job. The fast I worked it felt like the time was just flying by. Walmart has great benefits and they really take care of their customers.,5,Former Employee,Cashier ,"Augusta, GA",9/25/19,2019,9,25
Productive,"It was a very family-friendly job. If something came up at the last minute, I would talk with the store manager and we got it figured out fairly quickly. It is a competitive work environment. The coworkers aren't always the best, but that happens in any job.",4,Former Employee,Associate ,"Idaho Falls, ID",9/25/19,2019,9,25
What I Learned,What I learned is to never give up. Always work hard even if you are tired. Treat others how you would like to be treated. You have people depending on you .,5,Current Employee,Stocker ,"Jackson, TN",9/25/19,2019,9,25
Ke,They were ok management wasnt the best. The bonuses were great. They need more help with registers and associates. Most of the co workers were great also its a great experience for some people,4,Former Employee,Customer service representative ,"Richmond, VA",9/25/19,2019,9,25
Good learning experience,I m really enjoy working at walmart which is a giant grocery company that afford good incentives benefits and advancements for the employees.but my character personnel loves to explore new fields this was the main reason that pushing me to put this application in your company plus the good things I heard about working for your company,4,Current Employee,Sales Associate ,"North Myrtle Beach, SC",9/25/19,2019,9,25
Walmart is a real good company to work for.,I really liked the people there and the work there was not too difficult. And Walmart Really does care about all the people. I would highly recommend working for Walmart to anyone.,5,Former Employee,CAP-2 Team Member ,"Siloam Springs, AR",9/25/19,2019,9,25
Why I left,This was a really good job for me I was in management department manager to be exact but I became pregnant and had a very hard time doing my job so I had to quit and be at home for the entire 9 months of being pregnant by far one of my favorite jobs and if I could I would go back in a heartbeat.but the one thing I did not like very much was the fact that he even being a manager I was only making$12 an hourwa$hourmaking $12 an hour,5,Former Employee,Department Manager Wal-Mart ,"Scottsdale, AZ",9/25/19,2019,9,25
Not very good,"A typical day included stocking, cash handling, and dealing with customers. The customers are always rude and the management doesn't care about the employees at all. They are there for a check, and so are you. The culture is do your job at any expense.",2,Former Employee,SALES ASSOCIATE ,"Bremen, GA",9/25/19,2019,9,25
Walmart is a Great but Savage company when it comes to employees,"It was a Love Hate relationship ,The pay is good but should be more,They will cut your Hours without notice if you are a Hourly employee.I realized that salary and slavey are close cousins ,they will work you to death unless you tell them,and even tben you may have call corporate office to get their attention",4,Former Employee,Assistant Store Manager ,"San Antonio, TX",9/25/19,2019,9,25
Fun associates to work with,Trying to listen at too many people that call themselves bosses but don't like to listen and really take things under advisement. Doing a job then turn around and have to redo it.socializing with other associates.,2,Current Employee,Maintenance Worker ,"Bossier City, LA",9/25/19,2019,9,25
"good place to work, 401K and stock program along with medical insurance","Lots of different age groups to work with, quite enjoyable place to work. Know what is expected of you on a day to day basis. Very flexible hours/days  available to employees.",5,Current Employee,Customer Service/Support ,"Grand Forks, ND",9/25/19,2019,9,25
Great pay horrible management,The pay is good but it’s not worth your integrity or sanity. It doesn’t matter which location you go to it’s always gonna be a manager that picks with someone especially if you are knowledgeable they will try to get rid of you.,2,Current Employee,Department Manager ,"Brown Deer, WI",9/25/19,2019,9,25
Very demanding.,Enjoyable work place however very demanding. Very good place of u don’t have a home life. Very easy to advance in the company however very competitive.,3,Former Employee,Assistant Manager ,"Sherwood, AR",9/25/19,2019,9,25
Great Company!,Walmart  has great benefits and skilled management that makes it a wonderful work experience. I have learned my position with thorough training and follow up!,5,Current Employee,Order Filler ,"Macclenny, FL",9/25/19,2019,9,25
"Overworked, Underpaid, and Stressed","This is going to be a long story, so I'll add a summary at the end of it all. Please bear with me._x000D__x000D_I worked in the electronics section until management hired someone new, and then moved me to fabric and crafts, which was always a mess. I was expected to clean everything up, often by myself. It doesn't sound so bad, but when there's glitter, glue, paint, and raw foods everywhere (left by customers who couldn't be bothered to take it back to the grocery side of the store), cleanup becomes a hassle, and puts you behind schedule, since you have to take everything to its section in the store for proper disposal, and your area has to be spotless by the time your shift was over. _x000D__x000D_While in fabrics and crafts, I was to cut fabric at the table (which didn't have a support mat for employees), keep the area clean( this included dusting and wiping things down), take back returns and place them where they belong, assist customers with whatever they needed, and make sure everything was in tip top shape._x000D__x000D_In electronics, I pretty much did the same thing as fabrics and crafts, sans fabric cutting. I also did tech support, and helped with the photo lab, assisting customers with the kiosks and filling orders. However, I also had the responsibility of holding on to the keys that open the game cases._x000D__x000D_My hours were never set, but usually went like this: today: 1 p.m. to 10 p.m. tomorrow 7.am to 4 p.m, day after 1 to 10 This when on almost every week, so I worked practically 39 and a half hours weekly, but it wasn't considered full time, so I was getting burnout really quick. When I expressed - more...",1,Former Employee,Retail Sales Associate ,"Toledo, OH",9/25/19,2019,9,25
You just have to get placed in the right department,It's an okay company I just need more money. They go off of a point system. The staff are okay. Employee always gossiping about someone's business but that's anywhere you go,3,Current Employee,Dispencer ,"Raleigh, NC",9/25/19,2019,9,25
Money is decent,Cons far outweigh the pros at Walmart Distribution. Extremely poor management from the GM and down. I've never seen a company so unorganized and without good direction. I'm left wondering if they're trying to run the business into the ground.,1,Current Employee,PR driver ,"Shelby, NC",9/25/19,2019,9,25
"Good pay, hard work","This job can be very fulfilling, I would not say it is for everyone. I found it very difficult to keep up with the required time. But many of the other people hired on with me excelled at the job .",3,Former Employee,Picker ,"Washington Court House, OH",9/25/19,2019,9,25
I had a great experience there.,I loved working at Walmart! It was a great place to work for me! We got paid every two weeks and the bosses were great. My co workers were pretty great too!,5,Former Employee,Remodeling Crew ,"Alcoa, TN",9/25/19,2019,9,25
"They had their favorites...it was noticeable, it wasnt fair t treat us the.  Way they would walk past you wer",The way the member's of management would walk past you like you didnt exist...and speak to other members of management....or to their favorites....asap,3,Former Employee,Cashier sales customer service ,"Cedar Hill, TX",9/25/19,2019,9,25
Ehh,Management was disrespectful unprofessional and had no regards to the needs of their employees when trying to get ahold of Walmart in the case of emergencies you had almost no luck. Terrible work place.,3,Former Employee,Deli Associate ,"San Antonio, TX",9/25/19,2019,9,25
Great first job,This job was perfect for getting your feet wet when jumping into the work force. Teaches you customer service care and how to deal with people in general,4,Former Employee,Maintenance Worker/Cashier ,"Mentor, OH",9/25/19,2019,9,25
Walmart management didn’t care about anyone’s health,Walmart didn’t care about their employees at all they got treated bad and the managers dont care about anyone’s health a typical day at work is getting yelled at for not doing things right or trying your best when your in pain,1,Current Employee,Walmart Stocker ,"South Jordan, UT",9/25/19,2019,9,25
Loss prevation.,Being under cover to catch shoplifters and prosecuting. Investigate internal and external  cases. Making sure the customers are safe while customers are shopping,4,Former Employee,Asset Protection Associate ,"Huntsville, AL",9/25/19,2019,9,25
Good job,Working in the back is fast paced but good job to have if you don’t really want to deal with customers everyday also the apparel department is a good job to have as well,4,Former Employee,Walmart Stocker ,"Russellville, AL",9/25/19,2019,9,25
Horrible work environment,Poor management and terrible attitude towards employees lack of benefits and no room for advancement in most areas. Pay is also not substantial enough for the work,2,Former Employee,Cake Decorator/Baker ,"Somerdale, NJ",9/25/19,2019,9,25
Poor management,Wal-Mart really is a great company but they make really bad choices when it comea to picking a store manager. Every Wal-Mart I've been to has the same issue. That issue is poor management. If it weren't for management I would've stayed. If you're looking to be treated like a human being I suggest finding another company. If you enjoy being treated like a dog then go for it.,1,Former Employee,Cap team 2 ,"Summerville, SC",9/25/19,2019,9,25
Gotta love the Wal-Mart life,Hours are good the people are nice  my favorite part of the job was driving the forklift to use the skills I have and help remodel the stores within the region,3,Former Employee,"electric pallet jack, and walkie stacker ","Concord, NC",9/25/19,2019,9,25
Great place for young adults,"For someone with very little work experience it was a great opportunity to work in people skills while making really good money. Hours are flexible if you give enough notice, and while some management will suck (like with any job) there are a lot of interesting and nice people too.",5,Former Employee,Self-Checkout Attendant ,"Mountain Grove, MO",9/25/19,2019,9,25
Just a paycheck,"Constantly changing. Nothing stays the same for more than 3 weeks. They pay you just enough so you never can afford to leave, make you take  promotion to transfer... oh and your schedule is never consistent unless you have friends in high places. Nuff said!",3,Current Employee,Fresh Production  Associate ,"Springfield, MO",9/24/19,2019,9,24
Walmart,I was working 8 to 10 hour shifts I was doing everything they asked me to do only to be turned down for the Position I had applied for which was a support manager,3,Former Employee,Customer Service Representative ,"Compton, CA",9/24/19,2019,9,24
Horrible place to work,"Management was horrible and out to get you. You did get to pick your hours once you're hired. The company has a point system for how many times you call out, and are not understanding at all when it comes to employees calling out sick. When I worked here, i had to do my own department managers job.",1,Former Employee,Cashier ,"Hermitage, TN",9/24/19,2019,9,24
Would most definitley work here again.,"The hours are great if you want them to be, meaning picking up shifts was never hard you just had to do it and ask. The pay was well worth the job and as my first one it was exciting to work for $9/hr. It was even more thrilling to know that we would receive raises to $11/hr. The managers all have a different way of doing things, so I would say the hardest part of the job is learning how they would like certain task done. The point system isn't hard to follow but it was inevitably my downfall because I out others jibs before mine. As long as you do that I would strongly recommend working here.",4,Former Employee,Cashier/Sales Associate ,"Starke, FL",9/24/19,2019,9,24
