title,review,rating,status,position,location,date_posted,year,month,day
easy job as cashier,"decent pay, 10% discount for employeessometimes customers can be difficult but I also made a lot of friends that would come through my checkout line. There is a point system and doctors notes are not excused ",4,Former Employee,Cashier/Customer Service ,Kentucky,8/11/23,2023,8,11
Pays your bills will room to advance,The company has changed so much over the years. It used to be able the team and the worker. It always felt like a family with the workers but now its only about the numbers. There is no work/life balance the higher you go in the company and the pressures just get worse. The Walmart 5-7 yrs ago was an amazing place to work the one today and in the future is all about the numbers and less about the individual ,3,Former Employee,Coach ,Mississippi,8/11/23,2023,8,11
Horrible experience ,The management was deplorable! They drive all of there associates into the ground and them complain why there are so many call outs. Stay away from this meat grinder.,2,Former Employee,Associate ,New Hampshire,8/11/23,2023,8,11
great,Great company and managers are great as well. well organized but schedule was little cinfuse fun to work long hours always busy and short staff demands fast pace  ,5,Former Employee,Personal Shopper ,"Ashtabula, OH",8/11/23,2023,8,11
Hated it. ,Never enough handhelds. Had to show up 30 minutes early to get one. No one to let you in the store. Been left standing in the rain who knows how many times.,1,Former Employee,Cap 1 Associate ,"Scottsboro, AL",8/11/23,2023,8,11
"Fair Pay, but very meeting heavy","If you are a hands on person that loves to be diectly involved, this job is not for you. very meeting heavy organization, most of which can be solved via an email. Easy to advance if you keep your head down and just do your work. Senior staff is mostly pretty relaxed",3,Current Employee,Product Manager ,"Bentonville, AR",8/11/23,2023,8,11
What you’d expect,"It’s receiving.  Pretty much work at own pace.  They leave you alone for the most part.  Not great pay, but at least some decent co-workers.  Most management is okay.",3,Former Employee,Receiving Clerk ,"Wichita, KS",8/11/23,2023,8,11
Pros and Cons of The job.,"Pros: Earned PTO & PPTO accumulated over time, FT (40hrs), No on call, Balanced Home and Family life. 5 day weekly teams schedule. Ok management, if you do your job as expected.Cons: No Paid Holidays have to use PTO & has to be approvedin advance, Or PPTO in other situations, Takes a while to accumulate enough PTO, PPTO to use. Depending on your department is Depending on stress levels. Attendance policy has changed.",3,Current Employee,Front End Associate ,"Fort Dodge, IA",8/11/23,2023,8,11
fun environment ,Walmart was a great experience and lots of fun. I would say that if you are looking for a job that is very hands on and people oriented this is the job for you.,4,Former Employee,Cashier ,"Balch Springs, TX",8/10/23,2023,8,10
Great place to work at ,What is the best part of working at the company?The hours and the pay they give What is the most stressful part about working at the company?Nothing really they most of the time have great managementWhat is the work environment and culture like at the company?Fun different styles of cultures What is a typical day like for you at the company?8-12 hours 2 15 minutes break and 1 half lunch,5,Former Employee,Customer Service Representative ,"Milwaukee, WI",8/10/23,2023,8,10
Great job,Great job with good co workers. I had such a great experience working at Walmart. Left because I had a personal situation and now Im going to a new career. ,5,Former Employee,Cashier ,Florida,8/10/23,2023,8,10
It’s okay ,The job is okay the pay wasn’t all that good but the hours was great you can get overtime and you get holiday pay and paid time off overall the job isn’t bad ,1,Current Employee,Cashier  ,"Hammond, IN",8/10/23,2023,8,10
Great store...,"Great store with even greater potential!  The customer service is second to none, and the associates are dedicated to trying their best.  Would recommend to anyone in search of unlocking their potential, in retail.",5,Current Employee,Stocking 2 Coach ,"Lake Charles, LA",8/10/23,2023,8,10
Covid?,Dirty store and bad management. We were living in bad times with covid  and yet the store was filthy. I felt unsafe and like I could catch the virus at any time ,2,Former Employee,Seasonal ,"Gilroy, CA",8/10/23,2023,8,10
"I would not trust the company, the staff believed it didn't have to honor a written agreement","What is the best part of working at the company?the staff was fun to work with.What is the most stressful part about working at the company?being lied to. I was told I was being hired for management, then was told they don't have to fulfill their written contract/promise to move me to managementWhat is the work environment and culture like at the company?diverse culture, the work environment was stressful and management couldn't manage properly",1,Former Employee,Online Grocery Pickup Associate ,"San Marcos, CA",8/10/23,2023,8,10
It was amazing,"Everything was organized well, employees are great, every rule was reasonable. Great place to work. I did hate how friendly they were it was weird to me.",5,Former Employee,OGP Associate ,"Gulfport, MS",8/10/23,2023,8,10
Terrible ,It’s very depressing for the most part not enough pay for the hard work that gets put in management don't appreciate the workers enough only wanna work when corporate comes along and they wanna act like they been doing stuff only time I really enjoy being there is when my team lead is there he is very funny and very appreciative when it comes to finishing what needs to be done ,2,Current Employee,Walmart top stocker ,"Winterville, NC",8/10/23,2023,8,10
Recommend.,Great place to work! I really enjoyed my time at this particular Walmart! The job itself was easy and the coworkers made everything that much better! ,4,Former Employee,Sales Associate ,"Severn, MD",8/10/23,2023,8,10
Easy,Easy job. Had to work weekends a lot which sucked. Management at the time wasn’t too bad to work for. Pay bonus during summer hours was a huge plus.  ,3,Former Employee,Cashier ,"Sturgeon Bay, WI",8/10/23,2023,8,10
Productive ,This is a very fun place to work. It is very competitive and the pay is decent. They will definitely work with your schedule if needed. I enjoy working here.,5,Current Employee,Personal Shopper ,West Virginia,8/10/23,2023,8,10
Productive,Ok place to work been there several years now the pay is pretty good for what you do. It can be stressful sometimes like most jobs but not too bad usually. ,3,Current Employee,Personal Shopper ,Kentucky,8/10/23,2023,8,10
Horrible ,Management is horrible. No room for growth. You are stuck in one position for years. Too much stress not enough help. The pay is not reflected on the amount of work you do everyday. ,1,Former Employee,Department Manager ,"Dinuba, CA",8/10/23,2023,8,10
Productive place to work at ,"Typical day at work consisted of customer services, going in back for merchandise that isn't on the floor, temperature changes when going in the chilled & frozen coolers, analyzing data of store sales.",5,Current Employee,Personal Shopper ,"South Gate, CA",8/10/23,2023,8,10
Miserable ,"What is the best part of working at the company?Nothing. This company is horrible What is the most stressful part about working at the company?The management team doesn't care about employees What is the work environment and culture like at the company?It's friend based. Its all about looking good for the right person What is a typical day like for you at the company?Get yelled at by customers, and ignored by management",1,Former Employee,AP Host ,"Harrisville, UT",8/10/23,2023,8,10
Good benefits ,Started off as overnight stocking and it was good simple work. Nothing out of the ordinary and that was good enough for me. Management had a habit of cutting people off around 38-39 hours to avoid the overtime pay,4,Former Employee,Overnight Stocker ,"Schertz, TX",8/10/23,2023,8,10
Poor Coach management,They coaches at walmart are horrible and rude.  Are not team players and will not help or support their associated. They show favortism to certain employees and are very unprofessional. ,1,Former Employee,Team Lead ,Arkansas,8/10/23,2023,8,10
OK place to work,Most enjoyable part of the job:The relationships you form with your coworkersHardest part of the job:Serving both the customer and your assigned duties for the day.,4,Former Employee,Digital Personal Shopper ,"Philadelphia, PA",8/10/23,2023,8,10
"Questionable management at times, but mostly good!","While some of the management could be problematic, I appreciated the pay and generous break policy. I worked in self checkout assisting customers, which could be stressful, but that’s pretty much any retail job.",4,Former Employee,Team Associate ,"La Plata, MD",8/10/23,2023,8,10
It was a job,I don't know if I spent more time working or watching instructional videos. Never knew who was in charge just seemed like a free for all. the environment just wasn't for me.,1,Former Employee,Sporting Goods Sales Associate ,"Thornton, CO",8/10/23,2023,8,10
Fast paced work on your own ,The job was great has amazing opportunities for advancement becareful of certain managers they act as if they are better than you like they don’t work for the same company so stay professional at all times regardless of if you’re 3rd shift or not.,3,Former Employee,Set up Team Associate ,"Columbus, OH",8/10/23,2023,8,10
Productive when NOT micromanaged,What is the best part of working at the company?As a cake decorator….seeing the smiles of satisfaction on a customer’s face.What is the most stressful part about working at the company?Working with a narcissist supervisor What is the work environment and culture like at the company?not good at ALL. The supervisor has already caused one person to quit and I am NEXTWhat is a typical day like for you at the company?Hoping not to have to deal with the deli supervisor,5,Current Employee,Cake Decorator ,"Riverdale, GA",8/10/23,2023,8,10
A Dream (NOT REALLY),"Imagine you're trapped in a crowded room with light air conditioning, forced to wear thick jeans and non-sleeveless shirts, and told not to drink water bottles because of money loss. You don't have to imagine that if you work here!  It's horrible and managers don't care about it either. ",2,Current Employee,Stock Associate ,"Fuquay-Varina, NC",8/10/23,2023,8,10
Work here if you don't want to be treated like a human,"Management did not truly care about their workers. Walmart is not the place to work if you want to feel valued or appreciated. All they see you as is a body, not a person. ",2,Former Employee,Sales Associate ,"Columbia, MO",8/10/23,2023,8,10
Small store,Don’t do it  it’s just not a good experience the managers were all over the place they’re hard on you if you’re a guy. Been working at Walmart for 2 years my back is definitely hurt because of it ,2,Current Employee,Team Associate ,"San Diego, CA",8/10/23,2023,8,10
"Great pay, everything else depends on the store",Online shopping for Walmart or any other grocery store can be very tiring. Shopping or dispensing it can be hard work. Easy days and very very difficult days. If management isn’t up to par I wouldn’t even consider the position. But no way to know until you start. If you aren’t physically fit enough I wouldn’t even bother.  ,2,Former Employee,Shopper Team Member ,"Columbus, OH",8/10/23,2023,8,10
Terrible place to work ,Management can fire you for any reason they basically find new ways everyday to fire someone . They threatened there employees with all these different ways they can fire you .  Then if you've been there awhile and have established friendship with some of management you can basically get away with whatever you want  as long as your friends . But if they don't like you they will find a reason to make you leave . ,1,Former Employee,Tire and Lube Technician ,"Sioux City, IA",8/10/23,2023,8,10
Great place to work,"The job was laid back and I enjoyed working from home. Of course you have a daily quota to meet  which isn’t hard, but can get tiring. The customers can be a headache as well. ",5,Former Employee,Resolution Coordinator III ,Remote,8/10/23,2023,8,10
Good stepping stone,Great place to start your working career. Many programs to help you better yourself. Great starting pay as well. Hard to move up in the company and sometimes you feel stuck in whatever department you start out in. ,4,Former Employee,Team Lead ,"Lancaster, SC",8/10/23,2023,8,10
Asst manager was a joke,"It’s not worth it unless you’re desperate! They do not provide the equipment needed to do your job correctly then they yell at you because your tasks are not completed, you have to  spend too much time doing ridiculous things like searching for batteries so you CAN complete you job! ",1,Former Employee,Online Pickup & Delivery Team Lead ,"Bloomington, IN",8/10/23,2023,8,10
Goodd,"The work often involves long shifts and sometimes requires handling difficult customers or managing inventory during busy periods. Additionally, the repetitive tasks can lead to monotony over time. While the company emphasizes teamwork, some departments might have a high workload, causing stress for employees.",4,Former Employee,Employee ,"Brooklyn, NY",8/10/23,2023,8,10
Fast pace work place,"Never a dull moment, fast paced, and tons of pressure. Directly reports to the store manager, while taking direction from market HR manager.  Plus retail work.",3,Current Employee,People Lead ,"San Antonio, TX",8/10/23,2023,8,10
Fun workplace ,I love to show up and have a hard days work. Yell at all the employees and customers. Working 16 hour days is the best part. No lunch breaks because I have to make sure everything is going as plan.,2,Current Employee,Manager ,"Houston, TX",8/10/23,2023,8,10
It was okay.,"It was an alright job, wasn’t to hard and didn’t take a brain cell to do. My worst gripe was sometimes your coworkers would put work onto you so they could chat on their phone. Other then that it was an okay job.",5,Former Employee,Grocery Pickup Associate ,"Mountain Home, AR",8/10/23,2023,8,10
Give it a shot,Not a bad company and the work is enjoyable. It really depends on who you're working with and management though. If you're team is willing then the job is amazing ,4,Former Employee,Certified Pharmacy Technician ,"Baxley, GA",8/10/23,2023,8,10
Great place Great people,"I worked at the shop for 2 years. Everyone was so kind, and due to the heat, not many managers would come your way. This was a positive thing, because the managers inside most of the time do not know much about how you work. We had the liberty to make decisions and how to be more efficient.",5,Former Employee,Automotive Technician ,"Laredo, TX",8/10/23,2023,8,10
"Low Pay, Angry Customers, Horrible Management ","In the short amount of time I was there. My manager changed 3 times. No room for advancement. Higher ups don’t care. Call center environment, angry customers, when you reach out for help you’re insulted. Supervisors never want to take over calls. ",1,Former Employee,Payment Solutions Specialist ,"Houston, TX",8/10/23,2023,8,10
Hard work but great team,What a great place to work. The leadership team was very supportive in every regard and they were quick to help you with troubleshooting. I would recommend to anyone looking to get into alarm maintenance.,5,Former Employee,Security Specialist II ,"Roanoke, VA",8/10/23,2023,8,10
Great place to work,"I didnt expect to ever have to work at Walmart, but since I have been there, I have been happy with my coworkers, management, and the customers. They have been accommodating of my pumping schedule as a new mother and are always reasonably accommodating with time off. ",5,Current Employee,Cashier ,"Garden City, ID",8/10/23,2023,8,10
Don't do it,"Whatever you do, it isn't good enough.  Overworked, favoritism,  management is incompetent.   They change the rules daily and expect you to automatically know",2,Current Employee,Stocker ,"American Fork, UT",8/10/23,2023,8,10
Do work there unless you absolutely have too,"What is the best part of working at the company?The best part of working there was when you weren't there working. Like shawshank but not as fun. If you like being bullied by stupid people in management positions, this is your job What is the most stressful part about working at the company?No one care/ has a work ethic.  If you do they pile onWhat is the work environment and culture like at the company?Like prison except not as fun. Back stabing ignorant people What is a typical day like for you at the company?Like any day on the Amistad.Ignorance is king",1,Former Employee,Customer Service ,"Sonora, CA",8/10/23,2023,8,10
"Fun, fast paced work environment!","What is the best part of working at the company?The ability to work independently.What is the most stressful part about working at the company?Too much of the amount of work involved.  Especially when co-workers calloff or there's a no show.What is the work environment and culture like at the company?It's an independent fast paced environment!  When there is an excess amount of freight, usually one or two more hands join in to help work the load.What is a typical day like for you at the company?Typical day is finding where you'll be stationed, pull a top stock cart and a pallet jack.  Head to station, begin working the freight.  About two hours in, take a 15 minute break.  Head back to station to continue working the freight.  2 hrs later, take a lunch.  Then, return to freight.  Some take another 15 minute break, or, go work on CBLs. Clocking in and out is done via phone app.",4,Current Employee,CSR/Stocker ,"Greensburg, PA",8/10/23,2023,8,10
Stressful job expectations are put so high,"It was an OK job but it’s so fast pace they expect so much out of us. We give it our all and that’s still not enough for them. They don’t say thank you they said they appreciate us but they don’t.They’re so harsh to you when you end up, making a mistake, they treat other people differently even though they say they don’t have their favorites. Other people can break the rules but when you end up doing something bad, they treat you totally different from how they treated the other person they let people get away with stuff if it’s their favorite person. They take advantage of you because you can’t say no to anything since your job is in jeopardy if you say no, you’re not capable of doing something but you have to because they’re the boss. ",1,Current Employee,Backroom Associate ,"Lake Elsinore, CA",8/10/23,2023,8,10
Life-Changing and excited to work ,"What is the best part of working at the company?I just loved the people I worked with. You’ll make some great friends and long time buds What is the most stressful part about working at the company?For me it was trying to get a full time position What is the work environment and culture like at the company?It’s absolutely amazing. They make you feel welcomedWhat is a typical day like for you at the company?Go in say hi to everyone and then get started on the task your team lead, coach, or store manager tells you",5,Former Employee,Frozen and Dairy Associate ,"San Benito, TX",8/10/23,2023,8,10
Favoritism ,The pay was ok and depending on what department you worked in you could get at least 35-40 hours(overtime was available some.) But management dealt out little to no work to those they favored.,3,Former Employee,OGP Personal Shopper ,Alabama,8/10/23,2023,8,10
Nice,Good place to work not that many friendly people and you always see some crazy stuff happen so eventually things just desensitized and things don't get a reaction out of me.,5,Former Employee,General Manager ,"El Paso, TX",8/10/23,2023,8,10
bad,"stressful, nothing, they are more confused then their employees, love mycoworkers, dealing with my managers making my blood pressure skyrocket. my coworkers.",1,Current Employee,Walmart Online Grocery Pickup ,Georgia,8/10/23,2023,8,10
Be honest ,"What is the best part of working at the company?Excellent partner to work, clean place and nice customer What is the most stressful part about working at the company?I don't get stressed easily in any job because I enjoy to workWhat is the work environment and culture like at the company?There several culture  and it is easy to understand themWhat is a typical day like for you at the company?The weekend because there more people",5,Former Employee,Associate ,"Edgerton, KS",8/9/23,2023,8,9
"Not terrible, but also not amazing ",I worked in cap2 unloading and stocking which is pretty much the most demanding department there is. You are required to finish unloading by around 2 hrs depending on the size of the truck and how many people you have for the given day. Management will nag at you for most things. Overall your experience will differ from store to store based on management and what things they let slide and what they gripe about to you. ,3,Current Employee,Cap2 Associate ,"Newton, KS",8/9/23,2023,8,9
Terrible management,"The pay was great, but management honestly don't know what they're doing. They constantly contradict themselves. One day you're doing something right and the next it's all wrong and you don't know what you're doing.",3,Former Employee,Produce Associate ,4025 Old Denton Rd,8/9/23,2023,8,9
Disconnected management makes it miserable ,"What is the best part of working at the company?Learn many different departments. Meet many different types of customers.What is the most stressful part about working at the company?Management has favorites, never in your department as you are moved around to suit their needs not caring about what work needs done in your area. What is the work environment and culture like at the company?Most 3mployees do not care they are just there to collect a paycheck. A lot of talking behind each other's back. Too much drama.What is a typical day like for you at the company?Work freight that the unloaders didn't do. Get pulled from your department and put freight away for other departments. Once you get back to your department you get pulled to work in other areas of the store.",2,Former Employee,Team Member ,"Washington Court House, OH",8/9/23,2023,8,9
"Fine, but you can probably do better...","I've met a lot of great people and the work is easy, but the company culture treats employees as expendable and so you never feel like giving it your all here. You can probably do better than Walmart...",2,Current Employee,Cap 2 Associate ,"Eau Claire, WI",8/9/23,2023,8,9
It’s ok ,"Walmart use to be a good company to work for, when they changed their structure, it went down hill , you had to reapply for your position etc!! It just wasn’t worth it no more ",2,Former Employee,Manager ,"Harvey, LA",8/9/23,2023,8,9
Can be fun but is a demanding job,"After being an Asset Protection Coach for over 2 years now it is definitely something I enjoy but is also stressful. Walmart doesn’t separate your operational management duties from your AP duties. You literally have two direct managers, the MAPM and your store manager. You never get left alone on your days off or pto. Pay is good but could be better considering the responsibilities.",3,Current Employee,Asset Protection Manager ,Illinois,8/9/23,2023,8,9
just eh,The job is fine especially if you just need a job or don't have any experience. nothing crazy special. dealing with customer is hit or miss. and just like any low level job its better than fast food,3,Former Employee,Cashier ,"Belen, NM",8/9/23,2023,8,9
Unhealthy work environment ,"Favortism at it's best. Management disrespectful, throwing groceries everywhere(that were customers) , constantly yelling and shoving carts when things didn't go their way. Unhealthy work environment overall. I enjoyed working with my peers, customers, and drivers.",1,Former Employee,OGP Associate ,"Belvidere, IL",8/9/23,2023,8,9
Terrible management and work environment ,"Some of the worse management I’ve ever seen in a workplace. Coaches and store managers were clueless on how to do their job. Prior to coming there the store was a wreck, completely empty, labels missing everywhere. I was there for about 7 months and they went through 3 different store managers in that span, should tell you a lot. As a team lead I was never trained on anything, I had to learn everything on my own and I even had to teach some of the coaches how to do certain things that as coaches, they should know what to do. I wouldn’t recommend this place to anyone, the turnover is completely high and you’ll regret ever working there. ",1,Former Employee,Team Leader/Supervisor ,"Cherry Hill, NJ",8/9/23,2023,8,9
Has its pros and cons,"When I worked there I had a very laid back team but it was overall always busy, benefits for Walmart are not good,  customers were somewhat understanding of how busy our pharmacy always was. I miss my team the most ",4,Former Employee,Pharmacy Technician ,Texas,8/9/23,2023,8,9
Toxic and Unfriendly,"The managers minus a few don’t care about you. They will jump at you over every little thing even if you’re not doing anything wrong. They don’t care if you have to leave or have an emergency because once you hit 5 points they fire you. No trying to understand why you called out, only if you had time to cover for it.",1,Former Employee,Stock Associate ,"Roanoke, VA",8/9/23,2023,8,9
"toxic work environment, horrible management, but good pay","unrealistic standards set for workers, good work does not get appreciated, lazy coworkers do not get any sort of punishment and are often favored by management, but good pay",1,Former Employee,personal shopper ,"Normal Heights, CA",8/9/23,2023,8,9
It’s a decent job. Very stressful.,"Overall, the job isn’t the hard. The pay is okay for what it is, management quality is very dependent on location. Your hours will get cut so the ceo can but their 30th yacht. You will have as little people as they schedule leading you to be overwhelmed.",3,Current Employee,Personal Shopper ,"Powderville, SC",8/9/23,2023,8,9
Todos los días podemos aprender cosas nuevas relacionadas con el trabajo ,Me gusta los días cargados de trabajo así es más divertido ,5,Current Employee,Asociado ,"Amherst, NH",8/9/23,2023,8,9
Not to bad ,I loved my job but it got to the point where I was not working many hours and was not making enough money. The workplace also has a lot of drama between associates ,4,Former Employee,Lawn and Garden Associate ,"Lawrenceville, IL",8/9/23,2023,8,9
"Good staff , not to friendly but good .","What is the best part of working at the company?Hours,  and good pay and benefits. What is the most stressful part about working at the company?Standing long hours , mean customers .What is the work environment and culture like at the company?Very good no complaints , alot of different cultures involved but like a big happy family What is a typical day like for you at the company?Long 8 hours , back pain other than that its great",5,Former Employee,Retail Associate/Cashier ,"Gallup, NM",8/9/23,2023,8,9
"Fast paced and great place, but management is the worst","It was cool when i started, but after couple months the management seemed very rude with associates. Co workers there were the coolest guys I've ever met",2,Former Employee,Food&consumables  ,Foothills arizona,8/9/23,2023,8,9
Very flexible. Great base pay for no prior experience. Great career opportunity,"A typical day at work was clocking in and putting up my stuff, go to my department and get assigned as a dispenser or a shopper or a backroom associate. Usually a dispenser. I would take out order when they came, id scan the orders and take it out to their cars and load up the groceries. You don't have to verbally interact a ton with people if you don't want to, but you most definitely will have to interact with people multiple times a day, unless you're a backroom associate. You get 2 paid fifteen minute breaks and an hour unpaid lunch. Base pay of $15 per hour. BASE. I think thats pretty cool. I would dispense for around two hours, go to break, dispense for two hours, go to lunch, dispense for two hours, go to break, dispense for 2 hours, go home. ",5,Former Employee,Personal Shopper / Dispenser  ,"Shawnee, OK",8/9/23,2023,8,9
"I love it, at first….","I worked at the Pembroke Location for 1yr then transferred to laurinburg both NC locations. I love working for the company but the management team wasn’t very good at managing their jobs. Workplace safety and security is critical in any business, that wants to have a low turnover rate. Walmart (can’t say this for every store) on the other hand is worried about the cost and losses more than it’s employees. I loved my job at first but then management was switched around and then it went bad. I hated going to work everyday, I mean I loved the company but again management sucked. They didn’t care about the employees they were managing that’s for sure.",3,Former Employee,O/N Stocker ,"Pembroke, NC",8/9/23,2023,8,9
Fast paced and challenging ,"Walmart will always be a difficult place to work for, because the bottom line is.. well, the bottom line. There's a lot to learn in the pharmacy, and the faster you can learn the unwritten things, the better.",4,Current Employee,CPhT Certified Pharmacy Technician ,"Arkadelphia, AR",8/9/23,2023,8,9
Boring dead end job,"Bad pay, no time off, management is rude and doesn't understand this is a part time job and you have classes. I would not work there again for any reason",2,Former Employee,Cashier ,"Rolla, MO",8/9/23,2023,8,9
Fun workplace,Very flexible schedule the management was awesome and on top of that I’m in nursing school so they were very helpful with me as far as scheduling. Excellent company ,4,Former Employee,Cashier ,"Little Rock, AR",8/9/23,2023,8,9
Great place ,Walmart is a great place and all the managers and leads are amazing. Scheduling is very flexible and the team is awesome. Great opportunity for advancement. Great money.,4,Former Employee,Deli Associate ,"Gilford, NH",8/9/23,2023,8,9
its a job,im mainly writing this to read more reviews but its okay. management is slow and its a standard retail job. not as bad as springfield but there is a lot of the elderly,3,Current Employee,Front End Associate ,"Republic, MO",8/9/23,2023,8,9
Lack of management ,"Wasn't a good place to work. Managers were mean and sis not care about you. They don't care about family. No time off, reprimand if you toom time off. ",1,Former Employee,Cashier/Customer Service ,Arkansas,8/9/23,2023,8,9
Good work hours bad when there’s not stock ,A typical day run carts unload trucks and stock items decent breaks hour lunch break go anywhere Yu want go management hardest part isn’t one unless it’s heavy enjoy a lot ,5,Former Employee,Stocker ,"Bradley, IL",8/9/23,2023,8,9
Productive and fun workplace easily move that once you get in,"I enjoy working at Walmart and will apply again I learn a lot of skills that can take me to any job. For me, the most important part of the job where is meeting new people every day.",5,Former Employee,Cashier/Customer Service ,"Houston, TX",8/9/23,2023,8,9
Busy,"Understaffed when i worked there, was managing cashiers early in the morning with one other with long lines. Moved around alot to pushing carts working in pick up. But overall the people werent bad and great if you can handle the workload.",4,Former Employee,Front End Associate ,"San Ramon, CA",8/9/23,2023,8,9
"If you can work full time, you get paid well.","What is the best part of working at the company?Full time positions are guaranteed 40 hours.PPTO and PTO payWhat is the most stressful part about working at the company?The management team doesn’t work well together which causes confusion and stress to its hourly workers. You never know what to expect from day to day. People who suffer from anxiety and depression find it difficult to cope.What is the work environment and culture like at the company?Stressful ! It’s a constant tug…while doing your job, you are asked to do something else and this goes on and on.Part time workers may get 32 hours one week and 16 hours the next few weeks. What is a typical day like for you at the company?Confusing and stressful! Chaotic!",2,Current Employee,Team Associate ,"Bay Minette, AL",8/9/23,2023,8,9
Good Company ,I had a good experience working at Walmart. I started part time became full time. Was very accommodating. Had maternity leave and a set schedule which was very good. Money was good and bonus. ,5,Former Employee,Cashier and Customer Service ,"Winchester, VA",8/9/23,2023,8,9
Poor management ,"Would tell you that you should work harder but not tell you specifically what needs improvement, never actually trained me and when asked would say you should already this stuff.",1,Former Employee,Matinence ,"Amarillo, TX",8/9/23,2023,8,9
Meh,Working from home was alright. If you need to change locations for day to day activities it can be a challenge. Greatttt managers or team leads not management overall ,3,Former Employee,Customer Service Representative ,Arkansas,8/9/23,2023,8,9
I plan to work here until I retire or work for myself.,"What is the best part of working at the company?Benefits, benefits, and benefits! Base pay, is comparable for the industry in role and total compensation exceeds most companies’ offer.What is the most stressful part about working at the company?Managers need a lot of development. They have not been challenged in terms of growth and problem-solving in the past.What is the work environment and culture like at the company?Associate focused environment with an emphasis on service to the customer.What is a typical day like for you at the company?The days are long and vary from day to day. The opportunities for improvement are continuous. However, the weeks go by fast and the years even faster.",5,Current Employee,Senior Manager ,"Phoenix, AZ",8/9/23,2023,8,9
Its A Cashier Job,A good place to get hours for some extra money. Fair work conditions. You know what you're getting here this isnt a palace its Walmart. Grind for your check and go home.,3,Current Employee,Cashier/Customer Service ,"Chicago, IL",8/9/23,2023,8,9
Great people to work with,The people there we’re fun to work with. It was satisfying when helping customers. Pay wasn’t that great and had to work holidays and weekends. As well as day and night shift ,5,Former Employee,Assembler ,"Marinette, WI",8/9/23,2023,8,9
Good work place,It was a good work environment with lots of hours. Everyone who worked there was super nice and had each others backs. Managers and supervisors were also really helpful. ,4,Former Employee,Online Grocery Associate ,"Wilmington, NC",8/9/23,2023,8,9
"Easy job, bad management","The job itself was easy, but very unorganized. You had employees fighting over when to take breaks, and a manager is dating another employee so she takes favorites. The managers very obviously have favorites, which makes working difficult. You’ll be moved all around with no training, and higher ups will talk behind your back. Pay was decent for the job itself, but management had a lot of room to improve.",2,Former Employee,Cashier ,"Ashtabula, OH",8/9/23,2023,8,9
Potential to move quickly. Must be able to handle the tough times. ,There is opportunity to move up as long as you put in the work. Retail is in a very interesting period so you must adapt to the changes quickly that come from corporate ,4,Current Employee,Coach ,Texas,8/9/23,2023,8,9
