title,review,rating,status,position,location,date_posted,year,month,day
Fun work place,I enjoy working at Walmart because I got to know all my customers and my employees. It is a very nice environment to working in everybody makes you feel very comfortable and you are treated like family when working for Walmart.,5,Former Employee,Cashier ,"Cedar Rapids, IA",8/17/18,2018,8,17
My review,Walmart is an overall decent place to work. You have to have a good mindset to work. You will earn every penny you are paid at Walmart. The benefits are great. The raises come often and that's a major plus.,4,Current Employee,Forklift Operator/Order Filler ,"New Albany, MS",8/17/18,2018,8,17
nice employees,the job was pretty easy once you got the hang of it. the co workers were super helpful when you needed them. Management was helpful whenever you needed to talk to them.,4,Current Employee,Produce Associate ,"Auburn, IN",8/17/18,2018,8,17
Friendly work environment,"The work is tough and stressful, and some days the goals management gives you for the day are very difficult to reach, and sometimes they're not even reachable, but it's good work. Walmart also offers decent benefits if you stay there long enough, but with their occurrence system, if you happen to get sick with anything more than a cough or cold within the first six months, it's almost guaranteed that you'll get terminated, because you can't miss more than three or four days of work. So, if you decide to work for Walmart, be sure you are willing to work hard and not let yourself or your family get sick.",3,Former Employee,Cap 2 Associate ,"Richland, WA",8/17/18,2018,8,17
Productive,It keeps you on your feet the hours are flexible but the pay is not so great. I worked the early morning shift it was not bad for the hours to enjoy the rest of your day but it was the pay that made it not the best along with having to use PTO to gt payed for the holidays.,3,Former Employee,Stock Associate ,"Troy, NY",8/17/18,2018,8,17
Work,I love meeting new people. So Walmart was great for me. Love meeting and interacting with all of the customers and learning different things. Its was a great experience.,3,Former Employee,Cashier and Customer Service ,"Center, TX",8/17/18,2018,8,17
Productive,overnight stocking _x000D_unloading trucks _x000D_placing material/items in assigned areas_x000D_cleaning area after work_x000D_relaxed work enviroment_x000D_decent lunch break_x000D_the hardest part of the job is the late nights still up_x000D_the enjoyable part of the job is the people,5,Former Employee,Overnight Stocker ,"Cleveland, MS",8/17/18,2018,8,17
Once of my first jobs,Working here straight out of high school was a good life lesson for me.  It taught me how small we really are when the corporation is so immense.  Leave work at work when you go home.,3,Former Employee,Tire and Lube Technician ,"Stephenville, TX",8/17/18,2018,8,17
Lack of communication,I did not enjoy this job at all other than some of the people I worked directly with. There are too many rules and catches to being an employee here that you must keep a close watch on at all times. They do not give a lot of opportunity when you are at the smaller chains like I was.,2,Former Employee,Fresh Food Associate ,"Tucson, AZ",8/17/18,2018,8,17
good and bad days at Walmart,Walmart has its ups and downs as far working in the middle of traffic. Walmart has its own pace you can have your good day then some bads. Many customers come in and out everyday some with a smile some who day just not going right these are the times you have to make the best out of life and become family to the Walmart company,4,Former Employee,Walmart Stocker ,"bakersfield California , CA",8/17/18,2018,8,17
More opportunity for growth,I enjoyed the company experience. Upper Management could value employees more and train with the intent to promote their staff more so more people could move up. There were times were it seemed employees were able to replace fellow management (often doing their required duties and more)  and were not offered the opportunity.,3,Former Employee,Inventory Manager ,"Norcross, GA",8/17/18,2018,8,17
The job is easy if you can tolerate terrible people,I worked at Walmart almost 6 months and every day from the first to the last I was consistently talked down to. Management told me to ignore it instead of doing anything about the daily harassment.,4,Former Employee,Retail Cashier/Customer Service ,"Carroll, IA",8/17/18,2018,8,17
the associates who work there,"the associates who work at Walmart are the best of people. they kind, fun and accepting. However the management intend on removing the people from the workplace and computerizing the whole shebang! the would like to be more like Amazon.",4,Former Employee,Garden Center Associate ,"McKinney, TX",8/17/18,2018,8,17
Working as a Stocker,Heavy lifting up to more than 50lbs_x000D_fast paced precision product placement_x000D_customer service with a smile_x000D_regular breaks and lunches_x000D_frequently re-assigned to different areas as required by needs,3,Current Employee,"Stocker, overnight ","Shawnee, OK 74804",8/17/18,2018,8,17
